stimulus,category,seed,block,epoch,pred_A,pred_B
1,A,1,6,5,0.8898472,0.11015276
2,A,1,6,5,0.88403654,0.11596359
3,A,1,6,5,0.90456486,0.09543522
4,A,1,6,5,0.88403654,0.11596361
5,A,1,6,5,0.87842554,0.12157456
6,A,1,6,5,0.8840365,0.11596362
7,A,1,6,5,0.50771636,0.49228364
8,B,1,6,5,0.11015276,0.8898472
9,B,1,6,5,0.1159636,0.88403654
10,B,1,6,5,0.0954352,0.9045648
11,B,1,6,5,0.1159636,0.88403654
12,B,1,6,5,0.12157456,0.87842554
13,B,1,6,5,0.1159636,0.88403654
14,B,1,6,5,0.49228364,0.50771636
1,A,1,7,5,0.89725405,0.102746055
2,A,1,7,5,0.89139396,0.10860603
3,A,1,7,5,0.9128376,0.08716245
4,A,1,7,5,0.89139396,0.10860604
5,A,1,7,5,0.8856714,0.11432865
6,A,1,7,5,0.89139396,0.108606055
7,A,1,7,5,0.5095528,0.49044707
8,B,1,7,5,0.102746055,0.89725405
9,B,1,7,5,0.108606055,0.89139396
10,B,1,7,5,0.08716245,0.9128376
11,B,1,7,5,0.10860605,0.89139396
12,B,1,7,5,0.11432864,0.88567144
13,B,1,7,5,0.10860604,0.89139396
14,B,1,7,5,0.49044716,0.5095526
1,A,1,8,5,0.903031,0.096969076
2,A,1,8,5,0.89713544,0.102864705
3,A,1,8,5,0.9192931,0.080706924
4,A,1,8,5,0.89713544,0.1028647
5,A,1,8,5,0.8913256,0.10867445
6,A,1,8,5,0.8971354,0.102864705
7,A,1,8,5,0.51100254,0.48899758
8,B,1,8,5,0.09696909,0.903031
9,B,1,8,5,0.10286472,0.8971354
10,B,1,8,5,0.08070694,0.9192931
11,B,1,8,5,0.102864705,0.8971354
12,B,1,8,5,0.10867446,0.8913256
13,B,1,8,5,0.102864705,0.8971354
14,B,1,8,5,0.48899764,0.5110025
1,A,1,9,5,0.90766317,0.09233686
2,A,1,9,5,0.9017408,0.098259345
3,A,1,9,5,0.92447126,0.07552876
4,A,1,9,5,0.9017408,0.098259345
5,A,1,9,5,0.8958609,0.104139045
6,A,1,9,5,0.90174073,0.09825935
7,A,1,9,5,0.5121753,0.48782477
8,B,1,9,5,0.09233686,0.90766317
9,B,1,9,5,0.09825937,0.9017407
10,B,1,9,5,0.07552878,0.9244712
11,B,1,9,5,0.09825935,0.90174073
12,B,1,9,5,0.10413905,0.89586085
13,B,1,9,5,0.09825935,0.9017407
14,B,1,9,5,0.4878247,0.5121753
1,A,1,10,5,0.9114605,0.088539615
2,A,1,10,5,0.9055169,0.09448303
3,A,1,10,5,0.92871714,0.07128284
4,A,1,10,5,0.9055169,0.09448303
5,A,1,10,5,0.8995799,0.10042005
6,A,1,10,5,0.9055169,0.09448305
7,A,1,10,5,0.5131435,0.48685658
8,B,1,10,5,0.088539615,0.9114605
9,B,1,10,5,0.09448303,0.9055169
10,B,1,10,5,0.07128285,0.92871714
11,B,1,10,5,0.09448304,0.9055169
12,B,1,10,5,0.10042006,0.8995799
13,B,1,10,5,0.09448305,0.9055169
14,B,1,10,5,0.48685658,0.51314354
1,A,32,1,1,0.74436855,0.25563145
2,A,32,1,1,0.7403747,0.2596254
3,A,32,1,1,0.74359584,0.25640413
4,A,32,1,1,0.7403746,0.2596254
5,A,32,1,1,0.73693085,0.26306903
6,A,32,1,1,0.7403746,0.2596254
7,A,32,1,1,0.47842494,0.5215749
8,B,32,1,1,0.25563145,0.74436855
9,B,32,1,1,0.2596254,0.7403746
10,B,32,1,1,0.25640413,0.74359584
11,B,32,1,1,0.2596254,0.7403746
12,B,32,1,1,0.26306903,0.73693085
13,B,32,1,1,0.2596254,0.7403746
14,B,32,1,1,0.5215749,0.47842494
1,A,32,2,1,0.8119563,0.18804373
2,A,32,2,1,0.8069111,0.1930888
3,A,32,2,1,0.8069111,0.1930888
4,A,32,2,1,0.8179503,0.1820497
5,A,32,2,1,0.80246747,0.19753256
6,A,32,2,1,0.8068534,0.1931466
7,A,32,2,1,0.49016383,0.50983626
8,B,32,2,1,0.18804373,0.8119563
9,B,32,2,1,0.19308878,0.8069111
10,B,32,2,1,0.1930888,0.8069111
11,B,32,2,1,0.19314659,0.8068534
12,B,32,2,1,0.19753258,0.80246747
13,B,32,2,1,0.18204972,0.8179503
14,B,32,2,1,0.50983626,0.49016377
1,A,32,3,1,0.84582984,0.15417029
2,A,32,3,1,0.8403943,0.1596058
3,A,32,3,1,0.8403943,0.1596058
4,A,32,3,1,0.8555467,0.1444533
5,A,32,3,1,0.8354445,0.1645555
6,A,32,3,1,0.84031963,0.15968052
7,A,32,3,1,0.4973648,0.50263524
8,B,32,3,1,0.15417027,0.84582984
9,B,32,3,1,0.1596058,0.84039426
10,B,32,3,1,0.15960582,0.84039426
11,B,32,3,1,0.15968052,0.8403196
12,B,32,3,1,0.16455553,0.8354445
13,B,32,3,1,0.1444533,0.8555467
14,B,32,3,1,0.50263524,0.4973648
1,A,32,4,1,0.8662895,0.13371058
2,A,32,4,1,0.8606613,0.13933863
3,A,32,4,1,0.86066127,0.13933863
4,A,32,4,1,0.87832934,0.121670716
5,A,32,4,1,0.85540473,0.14459518
6,A,32,4,1,0.86057544,0.13942441
7,A,32,4,1,0.5020498,0.49795023
8,B,32,4,1,0.13371056,0.8662895
9,B,32,4,1,0.13933863,0.86066127
10,B,32,4,1,0.13933863,0.86066127
11,B,32,4,1,0.13942443,0.8605755
12,B,32,4,1,0.14459518,0.8554047
13,B,32,4,1,0.12167073,0.87832934
14,B,32,4,1,0.49795017,0.50204986
1,A,32,5,1,0.88000613,0.11999388
2,A,32,5,1,0.87426674,0.1257333
3,A,32,5,1,0.87426674,0.1257333
4,A,32,5,1,0.8936287,0.10637139
5,A,32,5,1,0.868804,0.13119607
6,A,32,5,1,0.87417316,0.12582687
7,A,32,5,1,0.50531596,0.49468416
8,B,32,5,1,0.11999387,0.88000613
9,B,32,5,1,0.1257333,0.87426674
10,B,32,5,1,0.1257333,0.87426674
11,B,32,5,1,0.12582687,0.87417316
12,B,32,5,1,0.13119607,0.8688039
13,B,32,5,1,0.1063714,0.8936287
14,B,32,5,1,0.49468413,0.50531596
1,A,32,6,1,0.8898472,0.11015276
2,A,32,6,1,0.88403654,0.11596361
3,A,32,6,1,0.88403654,0.1159636
4,A,32,6,1,0.9046162,0.09538383
5,A,32,6,1,0.87842554,0.12157457
6,A,32,6,1,0.8839373,0.11606291
7,A,32,6,1,0.50771636,0.4922837
8,B,32,6,1,0.110152744,0.8898472
9,B,32,6,1,0.115963586,0.88403654
10,B,32,6,1,0.11596359,0.88403654
11,B,32,6,1,0.1160629,0.8839373
12,B,32,6,1,0.12157456,0.87842554
13,B,32,6,1,0.09538383,0.9046162
14,B,32,6,1,0.49228373,0.50771636
1,A,32,7,1,0.89725405,0.102746055
2,A,32,7,1,0.89139396,0.10860606
3,A,32,7,1,0.891394,0.108606055
4,A,32,7,1,0.91289127,0.087108806
5,A,32,7,1,0.8856714,0.11432865
6,A,32,7,1,0.8912902,0.108709775
7,A,32,7,1,0.5095526,0.49044716
8,B,32,7,1,0.102746055,0.89725405
9,B,32,7,1,0.10860605,0.89139396
10,B,32,7,1,0.108606055,0.89139396
11,B,32,7,1,0.108709745,0.89129025
12,B,32,7,1,0.11432865,0.8856714
13,B,32,7,1,0.08710879,0.9128913
14,B,32,7,1,0.49044713,0.50955266
1,A,32,8,1,0.903031,0.096969076
2,A,32,8,1,0.89713544,0.1028647
3,A,32,8,1,0.8971354,0.10286469
4,A,32,8,1,0.91934854,0.08065146
5,A,32,8,1,0.8913256,0.10867444
6,A,32,8,1,0.89702815,0.1029719
7,A,32,8,1,0.51100254,0.4889977
8,B,32,8,1,0.096969076,0.903031
9,B,32,8,1,0.10286469,0.89713544
10,B,32,8,1,0.10286469,0.89713544
11,B,32,8,1,0.10297188,0.8970282
12,B,32,8,1,0.10867444,0.89132565
13,B,32,8,1,0.08065146,0.91934854
14,B,32,8,1,0.4889976,0.5110025
1,A,32,9,1,0.90766317,0.09233686
2,A,32,9,1,0.90174073,0.09825935
3,A,32,9,1,0.9017408,0.098259345
4,A,32,9,1,0.9245281,0.075471856
5,A,32,9,1,0.89586097,0.10413902
6,A,32,9,1,0.9016307,0.09836936
7,A,32,9,1,0.5121753,0.4878248
8,B,32,9,1,0.09233686,0.90766317
9,B,32,9,1,0.09825935,0.90174073
10,B,32,9,1,0.09825935,0.90174073
11,B,32,9,1,0.09836935,0.9016307
12,B,32,9,1,0.10413904,0.8958609
13,B,32,9,1,0.07547185,0.9245281
14,B,32,9,1,0.48782474,0.5121753
1,A,32,10,1,0.9114605,0.088539615
2,A,32,10,1,0.9055169,0.09448305
3,A,32,10,1,0.9055169,0.09448303
4,A,32,10,1,0.92877525,0.07122473
5,A,32,10,1,0.8995799,0.10042004
6,A,32,10,1,0.9054047,0.094595395
7,A,32,10,1,0.5131435,0.48685658
8,B,32,10,1,0.088539615,0.9114605
9,B,32,10,1,0.094483025,0.905517
10,B,32,10,1,0.09448303,0.9055169
11,B,32,10,1,0.09459538,0.9054047
12,B,32,10,1,0.10042006,0.8995799
13,B,32,10,1,0.07122472,0.92877525
14,B,32,10,1,0.48685658,0.51314354
1,A,32,1,2,0.74436855,0.25563145
2,A,32,1,2,0.74034476,0.25965536
3,A,32,1,2,0.7436111,0.2563888
4,A,32,1,2,0.7403747,0.2596254
5,A,32,1,2,0.73693085,0.26306903
6,A,32,1,2,0.7403746,0.2596254
7,A,32,1,2,0.47842494,0.5215749
8,B,32,1,2,0.25563145,0.74436855
9,B,32,1,2,0.2563888,0.7436111
10,B,32,1,2,0.25965536,0.7403447
11,B,32,1,2,0.2596254,0.7403746
12,B,32,1,2,0.26306903,0.73693085
13,B,32,1,2,0.2596254,0.7403746
14,B,32,1,2,0.521575,0.47842488
1,A,32,2,2,0.8119563,0.18804373
2,A,32,2,2,0.8069111,0.19308878
3,A,32,2,2,0.81792045,0.18207952
4,A,32,2,2,0.8069111,0.19308878
5,A,32,2,2,0.80246747,0.19753253
6,A,32,2,2,0.8069111,0.19308878
7,A,32,2,2,0.49016377,0.5098362
8,B,32,2,2,0.18804373,0.8119563
9,B,32,2,2,0.19308878,0.8069111
10,B,32,2,2,0.18207951,0.81792045
11,B,32,2,2,0.19308878,0.8069111
12,B,32,2,2,0.19753256,0.80246747
13,B,32,2,2,0.1930888,0.8069111
14,B,32,2,2,0.50983626,0.49016377
1,A,32,3,2,0.84582984,0.15417029
2,A,32,3,2,0.84039426,0.1596058
3,A,32,3,2,0.85550815,0.14449194
4,A,32,3,2,0.84039426,0.1596058
5,A,32,3,2,0.8354445,0.1645555
6,A,32,3,2,0.84039426,0.1596058
7,A,32,3,2,0.49736473,0.50263524
8,B,32,3,2,0.15417029,0.84582984
9,B,32,3,2,0.1596058,0.84039426
10,B,32,3,2,0.14449196,0.85550815
11,B,32,3,2,0.1596058,0.84039426
12,B,32,3,2,0.16455552,0.8354445
13,B,32,3,2,0.15960582,0.84039426
14,B,32,3,2,0.50263524,0.4973648
1,A,32,4,2,0.8662895,0.13371058
2,A,32,4,2,0.86066127,0.13933863
3,A,32,4,2,0.87828493,0.12171512
4,A,32,4,2,0.86066127,0.13933863
5,A,32,4,2,0.85540473,0.14459518
6,A,32,4,2,0.8606612,0.13933864
7,A,32,4,2,0.5020498,0.49795017
8,B,32,4,2,0.13371058,0.8662895
9,B,32,4,2,0.13933864,0.8606612
10,B,32,4,2,0.12171512,0.87828493
11,B,32,4,2,0.13933864,0.8606612
12,B,32,4,2,0.14459518,0.85540473
13,B,32,4,2,0.13933864,0.8606612
14,B,32,4,2,0.49795017,0.5020498
1,A,32,5,2,0.88000613,0.11999388
2,A,32,5,2,0.87426674,0.12573329
3,A,32,5,2,0.89358026,0.106419794
4,A,32,5,2,0.87426674,0.12573329
5,A,32,5,2,0.868804,0.13119605
6,A,32,5,2,0.87426674,0.12573329
7,A,32,5,2,0.50531596,0.49468413
8,B,32,5,2,0.11999388,0.88000613
9,B,32,5,2,0.1257333,0.87426674
10,B,32,5,2,0.1064198,0.89358026
11,B,32,5,2,0.12573329,0.87426674
12,B,32,5,2,0.13119607,0.868804
13,B,32,5,2,0.12573332,0.87426674
14,B,32,5,2,0.4946841,0.50531596
1,A,32,6,2,0.8898472,0.11015276
2,A,32,6,2,0.88403654,0.11596359
3,A,32,6,2,0.90456486,0.0954352
4,A,32,6,2,0.88403654,0.1159636
5,A,32,6,2,0.87842554,0.12157455
6,A,32,6,2,0.88403654,0.1159636
7,A,32,6,2,0.50771636,0.49228364
8,B,32,6,2,0.11015276,0.8898472
9,B,32,6,2,0.11596359,0.88403654
10,B,32,6,2,0.0954352,0.9045648
11,B,32,6,2,0.11596359,0.88403654
12,B,32,6,2,0.12157456,0.87842554
13,B,32,6,2,0.115963615,0.8840365
14,B,32,6,2,0.49228364,0.50771636
1,A,32,7,2,0.89725405,0.102746055
2,A,32,7,2,0.89139396,0.108606055
3,A,32,7,2,0.9128376,0.08716246
4,A,32,7,2,0.89139396,0.108606055
5,A,32,7,2,0.8856714,0.114328645
6,A,32,7,2,0.89139396,0.10860604
7,A,32,7,2,0.5095528,0.49044707
8,B,32,7,2,0.102746055,0.89725405
9,B,32,7,2,0.108606026,0.891394
10,B,32,7,2,0.08716245,0.9128377
11,B,32,7,2,0.10860603,0.891394
12,B,32,7,2,0.114328645,0.8856714
13,B,32,7,2,0.10860603,0.89139396
14,B,32,7,2,0.49044713,0.5095526
1,A,32,8,2,0.903031,0.096969076
2,A,32,8,2,0.89713544,0.10286471
3,A,32,8,2,0.9192931,0.08070693
4,A,32,8,2,0.8971354,0.10286471
5,A,32,8,2,0.89132565,0.10867444
6,A,32,8,2,0.89713544,0.10286471
7,A,32,8,2,0.51100254,0.48899764
8,B,32,8,2,0.096969076,0.903031
9,B,32,8,2,0.10286469,0.89713544
10,B,32,8,2,0.08070693,0.9192931
11,B,32,8,2,0.10286469,0.89713544
12,B,32,8,2,0.108674474,0.8913256
13,B,32,8,2,0.102864705,0.89713544
14,B,32,8,2,0.48899758,0.5110026
1,A,32,9,2,0.90766317,0.09233686
2,A,32,9,2,0.90174073,0.09825935
3,A,32,9,2,0.92447126,0.07552876
4,A,32,9,2,0.90174073,0.09825935
5,A,32,9,2,0.8958609,0.10413903
6,A,32,9,2,0.90174073,0.09825936
7,A,32,9,2,0.5121753,0.48782477
8,B,32,9,2,0.09233686,0.90766317
9,B,32,9,2,0.098259345,0.9017408
10,B,32,9,2,0.07552877,0.92447126
11,B,32,9,2,0.098259345,0.9017408
12,B,32,9,2,0.10413903,0.8958609
13,B,32,9,2,0.09825935,0.90174073
14,B,32,9,2,0.48782468,0.5121753
1,A,32,10,2,0.9114605,0.08853961
2,A,32,10,2,0.9055169,0.09448303
3,A,32,10,2,0.92871714,0.07128284
4,A,32,10,2,0.9055169,0.09448305
5,A,32,10,2,0.8995799,0.100420035
6,A,32,10,2,0.9055169,0.09448303
7,A,32,10,2,0.51314354,0.48685658
8,B,32,10,2,0.088539615,0.9114605
9,B,32,10,2,0.09448303,0.9055169
10,B,32,10,2,0.07128285,0.92871714
11,B,32,10,2,0.09448303,0.9055169
12,B,32,10,2,0.10042006,0.8995799
13,B,32,10,2,0.09448305,0.9055169
14,B,32,10,2,0.48685658,0.51314354
1,A,32,1,3,0.742048,0.2579521
2,A,32,1,3,0.7258594,0.27414063
3,A,32,1,3,0.74696994,0.25303
4,A,32,1,3,0.7414311,0.25856873
5,A,32,1,3,0.7396766,0.26032332
6,A,32,1,3,0.724033,0.27596694
7,A,32,1,3,0.47377586,0.5262242
8,B,32,1,3,0.25684372,0.7431562
9,B,32,1,3,0.25523555,0.74476445
10,B,32,1,3,0.25891858,0.7410814
11,B,32,1,3,0.25896952,0.7410305
12,B,32,1,3,0.2601751,0.73982495
13,B,32,1,3,0.2735893,0.72641087
14,B,32,1,3,0.5297738,0.47022608
1,A,32,2,3,0.8120286,0.18797147
2,A,32,2,3,0.80749834,0.19250147
3,A,32,2,3,0.80749834,0.19250147
4,A,32,2,3,0.8075174,0.19248238
5,A,32,2,3,0.8047488,0.19525112
6,A,32,2,3,0.81724715,0.18275279
7,A,32,2,3,0.48294798,0.51705194
8,B,32,2,3,0.18819095,0.81180906
9,B,32,2,3,0.19124192,0.8087581
10,B,32,2,3,0.19124192,0.8087581
11,B,32,2,3,0.18055211,0.8194478
12,B,32,2,3,0.19530444,0.80469555
13,B,32,2,3,0.20680177,0.7931982
14,B,32,2,3,0.51026034,0.48973975
1,A,32,3,3,0.84582984,0.15417029
2,A,32,3,3,0.8403943,0.1596058
3,A,32,3,3,0.8403943,0.15960582
4,A,32,3,3,0.84031963,0.15968053
5,A,32,3,3,0.83544457,0.1645555
6,A,32,3,3,0.8555467,0.1444533
7,A,32,3,3,0.49736473,0.50263524
8,B,32,3,3,0.15417027,0.84582984
9,B,32,3,3,0.1596058,0.8403943
10,B,32,3,3,0.1596058,0.8403943
11,B,32,3,3,0.1444533,0.8555467
12,B,32,3,3,0.16455552,0.8354445
13,B,32,3,3,0.15968052,0.84031963
14,B,32,3,3,0.50263524,0.49736473
1,A,32,4,3,0.8662895,0.13371056
2,A,32,4,3,0.86066127,0.13933863
3,A,32,4,3,0.8606613,0.13933863
4,A,32,4,3,0.8605755,0.13942441
5,A,32,4,3,0.85540473,0.14459518
6,A,32,4,3,0.87832934,0.12167072
7,A,32,4,3,0.50204974,0.49795017
8,B,32,4,3,0.13371058,0.8662895
9,B,32,4,3,0.13933863,0.86066127
10,B,32,4,3,0.13933863,0.86066127
11,B,32,4,3,0.12167072,0.87832934
12,B,32,4,3,0.14459518,0.85540473
13,B,32,4,3,0.13942441,0.86057544
14,B,32,4,3,0.49795017,0.5020498
1,A,32,5,3,0.88000613,0.11999387
2,A,32,5,3,0.87426674,0.1257333
3,A,32,5,3,0.87426674,0.12573332
4,A,32,5,3,0.87417316,0.12582688
5,A,32,5,3,0.868804,0.13119605
6,A,32,5,3,0.8936287,0.1063714
7,A,32,5,3,0.50531596,0.49468413
8,B,32,5,3,0.11999388,0.88000613
9,B,32,5,3,0.1257333,0.87426674
10,B,32,5,3,0.1257333,0.87426674
11,B,32,5,3,0.106371395,0.8936287
12,B,32,5,3,0.13119608,0.8688039
13,B,32,5,3,0.12582688,0.87417316
14,B,32,5,3,0.494684,0.505316
1,A,32,6,3,0.8898472,0.11015276
2,A,32,6,3,0.88403654,0.11596359
3,A,32,6,3,0.88403654,0.11596359
4,A,32,6,3,0.8839373,0.116062894
5,A,32,6,3,0.87842554,0.121574536
6,A,32,6,3,0.9046162,0.09538383
7,A,32,6,3,0.50771636,0.49228364
8,B,32,6,3,0.11015276,0.8898472
9,B,32,6,3,0.11596359,0.88403654
10,B,32,6,3,0.115963586,0.88403654
11,B,32,6,3,0.09538383,0.9046161
12,B,32,6,3,0.12157455,0.87842554
13,B,32,6,3,0.116062894,0.8839373
14,B,32,6,3,0.49228376,0.50771636
1,A,32,7,3,0.89725405,0.102746055
2,A,32,7,3,0.89139396,0.10860603
3,A,32,7,3,0.89139396,0.10860603
4,A,32,7,3,0.8912902,0.10870975
5,A,32,7,3,0.88567144,0.11432864
6,A,32,7,3,0.9128913,0.0871088
7,A,32,7,3,0.5095528,0.4904471
8,B,32,7,3,0.102746055,0.89725405
9,B,32,7,3,0.10860605,0.89139396
10,B,32,7,3,0.10860604,0.891394
11,B,32,7,3,0.0871088,0.91289127
12,B,32,7,3,0.11432865,0.8856714
13,B,32,7,3,0.10870976,0.8912902
14,B,32,7,3,0.49044713,0.50955266
1,A,32,8,3,0.903031,0.096969076
2,A,32,8,3,0.89713544,0.1028647
3,A,32,8,3,0.89713544,0.10286469
4,A,32,8,3,0.8970282,0.1029719
5,A,32,8,3,0.8913256,0.10867444
6,A,32,8,3,0.91934854,0.08065146
7,A,32,8,3,0.5110025,0.48899764
8,B,32,8,3,0.09696909,0.903031
9,B,32,8,3,0.102864705,0.8971354
10,B,32,8,3,0.10286469,0.8971354
11,B,32,8,3,0.08065146,0.91934854
12,B,32,8,3,0.10867444,0.8913256
13,B,32,8,3,0.10297189,0.89702815
14,B,32,8,3,0.48899764,0.51100254
1,A,32,9,3,0.9076632,0.09233685
2,A,32,9,3,0.9017408,0.098259345
3,A,32,9,3,0.9017408,0.09825934
4,A,32,9,3,0.90163076,0.09836935
5,A,32,9,3,0.89586097,0.10413902
6,A,32,9,3,0.9245281,0.07547184
7,A,32,9,3,0.5121753,0.48782477
8,B,32,9,3,0.09233686,0.90766317
9,B,32,9,3,0.098259345,0.9017408
10,B,32,9,3,0.098259345,0.9017408
11,B,32,9,3,0.07547185,0.9245281
12,B,32,9,3,0.10413903,0.89586097
13,B,32,9,3,0.09836935,0.9016307
14,B,32,9,3,0.4878247,0.5121753
1,A,32,10,3,0.9114605,0.0885396
2,A,32,10,3,0.9055169,0.09448303
3,A,32,10,3,0.9055169,0.09448303
4,A,32,10,3,0.9054047,0.094595395
5,A,32,10,3,0.8995799,0.100420035
6,A,32,10,3,0.92877525,0.07122472
7,A,32,10,3,0.5131436,0.48685655
8,B,32,10,3,0.088539615,0.9114605
9,B,32,10,3,0.09448305,0.9055169
10,B,32,10,3,0.09448303,0.9055169
11,B,32,10,3,0.07122472,0.92877525
12,B,32,10,3,0.10042005,0.8995799
13,B,32,10,3,0.094595395,0.9054047
14,B,32,10,3,0.48685658,0.51314354
1,A,32,1,4,0.74442786,0.25557208
2,A,32,1,4,0.740887,0.25911325
3,A,32,1,4,0.74306035,0.2569396
4,A,32,1,4,0.74086463,0.2591355
5,A,32,1,4,0.73871374,0.2612863
6,A,32,1,4,0.7408646,0.2591355
7,A,32,1,4,0.47425982,0.52574027
8,B,32,1,4,0.2569236,0.74307626
9,B,32,1,4,0.2551465,0.74485344
10,B,32,1,4,0.27341098,0.7265891
11,B,32,1,4,0.25948676,0.74051327
12,B,32,1,4,0.26262844,0.7373716
13,B,32,1,4,0.25948676,0.74051327
14,B,32,1,4,0.5219581,0.47804177
1,A,32,2,4,0.8119563,0.18804373
2,A,32,2,4,0.8068534,0.19314659
3,A,32,2,4,0.8069111,0.19308877
4,A,32,2,4,0.8179503,0.1820497
5,A,32,2,4,0.80246747,0.19753256
6,A,32,2,4,0.8069111,0.19308878
7,A,32,2,4,0.49016383,0.5098362
8,B,32,2,4,0.18804373,0.8119563
9,B,32,2,4,0.18204969,0.8179503
10,B,32,2,4,0.19308878,0.8069111
11,B,32,2,4,0.19314659,0.8068534
12,B,32,2,4,0.19753256,0.80246747
13,B,32,2,4,0.1930888,0.8069111
14,B,32,2,4,0.5098362,0.49016383
1,A,32,3,4,0.84582984,0.15417029
2,A,32,3,4,0.8403943,0.1596058
3,A,32,3,4,0.84031963,0.15968052
4,A,32,3,4,0.8555467,0.1444533
5,A,32,3,4,0.83544457,0.1645555
6,A,32,3,4,0.8403943,0.1596058
7,A,32,3,4,0.49736473,0.50263524
8,B,32,3,4,0.15417027,0.84582984
9,B,32,3,4,0.15960579,0.84039426
10,B,32,3,4,0.1444533,0.8555467
11,B,32,3,4,0.15968052,0.84031963
12,B,32,3,4,0.16455552,0.83544457
13,B,32,3,4,0.1596058,0.8403943
14,B,32,3,4,0.50263524,0.4973648
1,A,32,4,4,0.8662895,0.13371058
2,A,32,4,4,0.86066127,0.13933863
3,A,32,4,4,0.8605755,0.13942441
4,A,32,4,4,0.87832934,0.12167072
5,A,32,4,4,0.85540473,0.14459518
6,A,32,4,4,0.8606612,0.13933863
7,A,32,4,4,0.50204986,0.4979501
8,B,32,4,4,0.13371058,0.8662895
9,B,32,4,4,0.13933863,0.8606612
10,B,32,4,4,0.12167072,0.87832934
11,B,32,4,4,0.13942441,0.86057544
12,B,32,4,4,0.14459518,0.85540473
13,B,32,4,4,0.13933863,0.8606612
14,B,32,4,4,0.49795017,0.50204986
1,A,32,5,4,0.88000613,0.11999388
2,A,32,5,4,0.87426674,0.1257333
3,A,32,5,4,0.87417316,0.12582687
4,A,32,5,4,0.8936287,0.10637139
5,A,32,5,4,0.868804,0.13119607
6,A,32,5,4,0.87426674,0.1257333
7,A,32,5,4,0.50531596,0.49468413
8,B,32,5,4,0.11999388,0.88000613
9,B,32,5,4,0.1257333,0.87426674
10,B,32,5,4,0.10637139,0.8936287
11,B,32,5,4,0.12582687,0.87417316
12,B,32,5,4,0.13119607,0.8688039
13,B,32,5,4,0.1257333,0.87426674
14,B,32,5,4,0.49468413,0.50531596
1,A,32,6,4,0.8898472,0.11015276
2,A,32,6,4,0.88403654,0.11596359
3,A,32,6,4,0.8839373,0.116062894
4,A,32,6,4,0.9046161,0.09538383
5,A,32,6,4,0.87842554,0.12157456
6,A,32,6,4,0.88403654,0.1159636
7,A,32,6,4,0.50771636,0.49228364
8,B,32,6,4,0.11015276,0.8898472
9,B,32,6,4,0.11596359,0.88403654
10,B,32,6,4,0.09538383,0.9046161
11,B,32,6,4,0.116062894,0.8839373
12,B,32,6,4,0.12157455,0.87842554
13,B,32,6,4,0.1159636,0.88403654
14,B,32,6,4,0.49228367,0.50771636
1,A,32,7,4,0.89725405,0.102746055
2,A,32,7,4,0.89139396,0.10860604
3,A,32,7,4,0.89129025,0.108709745
4,A,32,7,4,0.91289127,0.0871088
5,A,32,7,4,0.8856714,0.11432865
6,A,32,7,4,0.89139396,0.10860604
7,A,32,7,4,0.50955266,0.49044713
8,B,32,7,4,0.10274605,0.89725405
9,B,32,7,4,0.10860603,0.891394
10,B,32,7,4,0.0871088,0.91289127
11,B,32,7,4,0.108709745,0.89129025
12,B,32,7,4,0.11432864,0.88567144
13,B,32,7,4,0.108606026,0.891394
14,B,32,7,4,0.49044713,0.50955266
1,A,32,8,4,0.903031,0.096969076
2,A,32,8,4,0.89713544,0.1028647
3,A,32,8,4,0.8970282,0.10297189
4,A,32,8,4,0.91934854,0.08065146
5,A,32,8,4,0.89132565,0.108674444
6,A,32,8,4,0.8971354,0.102864705
7,A,32,8,4,0.51100254,0.48899758
8,B,32,8,4,0.096969076,0.903031
9,B,32,8,4,0.10286469,0.89713544
10,B,32,8,4,0.08065146,0.91934854
11,B,32,8,4,0.10297189,0.89702815
12,B,32,8,4,0.10867444,0.8913256
13,B,32,8,4,0.1028647,0.89713544
14,B,32,8,4,0.4889976,0.51100254
1,A,32,9,4,0.90766317,0.09233686
2,A,32,9,4,0.9017408,0.09825935
3,A,32,9,4,0.90163076,0.09836934
4,A,32,9,4,0.9245281,0.07547185
5,A,32,9,4,0.89586097,0.10413902
6,A,32,9,4,0.90174073,0.09825935
7,A,32,9,4,0.5121753,0.48782477
8,B,32,9,4,0.09233686,0.90766317
9,B,32,9,4,0.098259345,0.9017408
10,B,32,9,4,0.07547185,0.9245281
11,B,32,9,4,0.098369345,0.90163076
12,B,32,9,4,0.10413903,0.89586097
13,B,32,9,4,0.09825935,0.90174073
14,B,32,9,4,0.48782474,0.5121753
1,A,32,10,4,0.9114605,0.088539615
2,A,32,10,4,0.9055169,0.09448304
3,A,32,10,4,0.9054047,0.09459538
4,A,32,10,4,0.92877525,0.07122473
5,A,32,10,4,0.89957994,0.100420035
6,A,32,10,4,0.9055169,0.09448305
7,A,32,10,4,0.51314354,0.48685658
8,B,32,10,4,0.088539615,0.9114605
9,B,32,10,4,0.09448303,0.9055169
10,B,32,10,4,0.07122473,0.92877525
11,B,32,10,4,0.09459539,0.9054047
12,B,32,10,4,0.10042005,0.8995799
13,B,32,10,4,0.09448305,0.905517
14,B,32,10,4,0.48685655,0.51314354
1,A,32,1,5,0.7444475,0.25555247
2,A,32,1,5,0.7406353,0.25936487
3,A,32,1,5,0.7406353,0.25936487
4,A,32,1,5,0.7437418,0.25625816
5,A,32,1,5,0.740062,0.259938
6,A,32,1,5,0.7405304,0.2594697
