stimulus,category,seed,block,epoch,pred_A,pred_B
7,A,32,1,5,0.4947405,0.50525963
8,B,32,1,5,0.2808665,0.71913356
9,B,32,1,5,0.28711805,0.712882
10,B,32,1,5,0.28711805,0.712882
11,B,32,1,5,0.28715032,0.71284974
12,B,32,1,5,0.2912029,0.70879716
13,B,32,1,5,0.2693527,0.73064727
14,B,32,1,5,0.52192247,0.47807744
1,A,32,2,5,0.812046,0.18795402
2,A,32,2,5,0.80725366,0.19274619
3,A,32,2,5,0.80649483,0.19350508
4,A,32,2,5,0.80762213,0.19237779
5,A,32,2,5,0.8173421,0.1826579
6,A,32,2,5,0.80762213,0.19237778
7,A,32,2,5,0.48575124,0.5142487
8,B,32,2,5,0.18229532,0.8177046
9,B,32,2,5,0.1850493,0.8149506
10,B,32,2,5,0.20568812,0.7943118
11,B,32,2,5,0.17586643,0.8241335
12,B,32,2,5,0.21101508,0.7889848
13,B,32,2,5,0.17586644,0.8241336
14,B,32,2,5,0.5095439,0.49045604
1,A,32,3,5,0.84582984,0.15417029
2,A,32,3,5,0.84039426,0.1596058
3,A,32,3,5,0.84039426,0.1596058
4,A,32,3,5,0.8403196,0.15968052
5,A,32,3,5,0.8530115,0.1469886
6,A,32,3,5,0.84039426,0.1596058
7,A,32,3,5,0.4973965,0.50260353
8,B,32,3,5,0.15417027,0.84582984
9,B,32,3,5,0.1596058,0.84039426
10,B,32,3,5,0.1596058,0.84039426
11,B,32,3,5,0.14445332,0.8555467
12,B,32,3,5,0.16455552,0.8354445
13,B,32,3,5,0.1596058,0.84039426
14,B,32,3,5,0.5026352,0.4973648
1,A,32,4,5,0.8662895,0.13371056
2,A,32,4,5,0.86066127,0.13933864
3,A,32,4,5,0.8606613,0.13933864
4,A,32,4,5,0.8605755,0.13942441
5,A,32,4,5,0.8756324,0.12436765
6,A,32,4,5,0.8606612,0.13933864
7,A,32,4,5,0.5020909,0.49790916
8,B,32,4,5,0.13371058,0.8662895
9,B,32,4,5,0.13933863,0.86066127
10,B,32,4,5,0.13933863,0.8606612
11,B,32,4,5,0.12167072,0.87832934
12,B,32,4,5,0.14459518,0.8554047
13,B,32,4,5,0.13933863,0.8606612
14,B,32,4,5,0.49795017,0.50204986
1,A,32,5,5,0.88000613,0.11999387
2,A,32,5,5,0.87426674,0.1257333
3,A,32,5,5,0.87426674,0.1257333
4,A,32,5,5,0.87417316,0.12582687
5,A,32,5,5,0.8908231,0.109176934
6,A,32,5,5,0.87426674,0.1257333
7,A,32,5,5,0.50536346,0.49463654
8,B,32,5,5,0.11999388,0.88000613
9,B,32,5,5,0.1257333,0.87426674
10,B,32,5,5,0.1257333,0.87426674
11,B,32,5,5,0.106371395,0.8936287
12,B,32,5,5,0.13119607,0.8688039
13,B,32,5,5,0.12573332,0.87426674
14,B,32,5,5,0.49468413,0.50531596
1,A,32,6,5,0.8898473,0.11015276
2,A,32,6,5,0.8840365,0.115963615
3,A,32,6,5,0.8840365,0.11596361
4,A,32,6,5,0.88393724,0.116062924
5,A,32,6,5,0.9017325,0.09826741
6,A,32,6,5,0.8840365,0.115963615
7,A,32,6,5,0.5077688,0.4922312
8,B,32,6,5,0.11015276,0.8898472
9,B,32,6,5,0.115963586,0.88403654
10,B,32,6,5,0.11596359,0.88403654
11,B,32,6,5,0.09538383,0.9046161
12,B,32,6,5,0.12157456,0.87842554
13,B,32,6,5,0.1159636,0.8840365
14,B,32,6,5,0.4922837,0.50771636
1,A,32,7,5,0.89725405,0.102746055
2,A,32,7,5,0.89139396,0.108606055
3,A,32,7,5,0.891394,0.10860605
4,A,32,7,5,0.8912902,0.108709775
5,A,32,7,5,0.9099489,0.09005118
6,A,32,7,5,0.891394,0.108606055
7,A,32,7,5,0.50960886,0.4903909
8,B,32,7,5,0.102746055,0.89725405
9,B,32,7,5,0.10860603,0.891394
10,B,32,7,5,0.10860605,0.89139396
11,B,32,7,5,0.0871088,0.9128913
12,B,32,7,5,0.11432865,0.8856714
13,B,32,7,5,0.10860605,0.89139396
14,B,32,7,5,0.4904471,0.50955266
1,A,32,8,5,0.903031,0.096969076
2,A,32,8,5,0.89713544,0.10286469
3,A,32,8,5,0.89713544,0.10286469
4,A,32,8,5,0.8970282,0.10297188
5,A,32,8,5,0.91636026,0.083639756
6,A,32,8,5,0.89713544,0.10286469
7,A,32,8,5,0.5110617,0.48893836
8,B,32,8,5,0.09696909,0.903031
9,B,32,8,5,0.1028647,0.89713544
10,B,32,8,5,0.1028647,0.89713544
11,B,32,8,5,0.08065146,0.91934854
12,B,32,8,5,0.108674444,0.89132565
13,B,32,8,5,0.102864705,0.89713544
14,B,32,8,5,0.48899767,0.51100254
1,A,32,9,5,0.9076632,0.09233685
2,A,32,9,5,0.9017408,0.098259345
3,A,32,9,5,0.9017408,0.098259345
4,A,32,9,5,0.90163076,0.098369345
5,A,32,9,5,0.921503,0.07849697
6,A,32,9,5,0.9017408,0.09825935
7,A,32,9,5,0.5122371,0.48776305
8,B,32,9,5,0.09233686,0.90766317
9,B,32,9,5,0.098259345,0.9017408
10,B,32,9,5,0.09825935,0.9017408
11,B,32,9,5,0.07547184,0.9245281
12,B,32,9,5,0.10413904,0.89586097
13,B,32,9,5,0.09825935,0.90174073
14,B,32,9,5,0.48782477,0.5121753
1,A,32,10,5,0.9114605,0.08853961
2,A,32,10,5,0.9055169,0.09448303
3,A,32,10,5,0.9055169,0.09448303
4,A,32,10,5,0.9054047,0.09459538
5,A,32,10,5,0.9257199,0.07428006
6,A,32,10,5,0.9055169,0.09448304
7,A,32,10,5,0.51320726,0.4867928
8,B,32,10,5,0.088539615,0.9114605
9,B,32,10,5,0.09448303,0.9055169
10,B,32,10,5,0.09448303,0.9055169
11,B,32,10,5,0.07122472,0.92877525
12,B,32,10,5,0.10042006,0.8995799
13,B,32,10,5,0.09448303,0.905517
14,B,32,10,5,0.48685658,0.51314354
1,A,64,1,1,0.719201,0.2807991
2,A,64,1,1,0.713463,0.28653693
3,A,64,1,1,0.71349066,0.2865093
4,A,64,1,1,0.713463,0.28653693
5,A,64,1,1,0.71088856,0.28911158
6,A,64,1,1,0.7300563,0.2699438
7,A,64,1,1,0.4739218,0.5260782
8,B,64,1,1,0.25684744,0.7431525
9,B,64,1,1,0.25924924,0.7407508
10,B,64,1,1,0.25502077,0.7449792
11,B,64,1,1,0.25924924,0.7407508
12,B,64,1,1,0.25977176,0.74022835
13,B,64,1,1,0.27318263,0.7268174
14,B,64,1,1,0.5056285,0.4943714
1,A,64,2,1,0.81646883,0.18353112
2,A,64,2,1,0.8095913,0.19040865
3,A,64,2,1,0.8096519,0.19034801
4,A,64,2,1,0.8187638,0.18123616
5,A,64,2,1,0.8050072,0.19499266
6,A,64,2,1,0.8187638,0.18123618
7,A,64,2,1,0.49028727,0.50971264
8,B,64,2,1,0.18803719,0.81196284
9,B,64,2,1,0.18211977,0.8178802
10,B,64,2,1,0.19322687,0.80677307
11,B,64,2,1,0.19289672,0.8071033
12,B,64,2,1,0.19738488,0.80261505
13,B,64,2,1,0.19289672,0.8071033
14,B,64,2,1,0.5014556,0.49854442
1,A,64,3,1,0.84582984,0.15417027
2,A,64,3,1,0.8403943,0.15960582
3,A,64,3,1,0.8403943,0.1596058
4,A,64,3,1,0.8403943,0.1596058
5,A,64,3,1,0.8354445,0.1645555
6,A,64,3,1,0.8555467,0.1444533
7,A,64,3,1,0.49736473,0.5026353
8,B,64,3,1,0.15417029,0.84582984
9,B,64,3,1,0.15960582,0.84039426
10,B,64,3,1,0.1596058,0.84039426
11,B,64,3,1,0.1596058,0.84039426
12,B,64,3,1,0.1469886,0.8530115
13,B,64,3,1,0.15968052,0.8403196
14,B,64,3,1,0.50260353,0.49739656
1,A,64,4,1,0.8662895,0.13371056
2,A,64,4,1,0.86066127,0.13933863
3,A,64,4,1,0.86066127,0.13933863
4,A,64,4,1,0.86066127,0.13933863
5,A,64,4,1,0.85540473,0.14459518
6,A,64,4,1,0.87832934,0.12167072
7,A,64,4,1,0.5020498,0.49795017
8,B,64,4,1,0.13371058,0.8662895
9,B,64,4,1,0.13933864,0.8606612
10,B,64,4,1,0.13933864,0.8606612
11,B,64,4,1,0.13933864,0.86066127
12,B,64,4,1,0.12436766,0.8756324
13,B,64,4,1,0.13942444,0.86057544
14,B,64,4,1,0.49790922,0.5020908
1,A,64,5,1,0.88000613,0.11999387
2,A,64,5,1,0.87426674,0.12573332
3,A,64,5,1,0.87426674,0.1257333
4,A,64,5,1,0.87426674,0.1257333
5,A,64,5,1,0.868804,0.13119605
6,A,64,5,1,0.8936287,0.106371395
7,A,64,5,1,0.50531596,0.4946841
8,B,64,5,1,0.11999388,0.88000613
9,B,64,5,1,0.1257333,0.87426674
10,B,64,5,1,0.1257333,0.87426674
11,B,64,5,1,0.1257333,0.87426674
12,B,64,5,1,0.10917694,0.8908231
13,B,64,5,1,0.12582687,0.87417316
14,B,64,5,1,0.49463657,0.50536346
1,A,64,6,1,0.8898472,0.110152744
2,A,64,6,1,0.88403654,0.115963615
3,A,64,6,1,0.8840365,0.115963615
4,A,64,6,1,0.88403654,0.11596361
5,A,64,6,1,0.87842554,0.12157453
6,A,64,6,1,0.9046162,0.095383845
7,A,64,6,1,0.50771636,0.49228364
8,B,64,6,1,0.11015276,0.8898472
9,B,64,6,1,0.11596359,0.88403654
10,B,64,6,1,0.11596359,0.88403654
11,B,64,6,1,0.11596359,0.88403654
12,B,64,6,1,0.09826743,0.9017325
13,B,64,6,1,0.11606291,0.8839373
14,B,64,6,1,0.49223122,0.5077688
1,A,64,7,1,0.89725405,0.10274605
2,A,64,7,1,0.89139396,0.10860603
3,A,64,7,1,0.891394,0.10860605
4,A,64,7,1,0.89139396,0.10860604
5,A,64,7,1,0.88567144,0.11432863
6,A,64,7,1,0.91289127,0.087108806
7,A,64,7,1,0.5095526,0.49044713
8,B,64,7,1,0.102746055,0.89725405
9,B,64,7,1,0.10860603,0.891394
10,B,64,7,1,0.10860604,0.89139396
11,B,64,7,1,0.10860603,0.891394
12,B,64,7,1,0.09005118,0.9099489
13,B,64,7,1,0.10870975,0.8912902
14,B,64,7,1,0.49039087,0.509609
1,A,64,8,1,0.903031,0.096969076
2,A,64,8,1,0.89713544,0.10286469
3,A,64,8,1,0.8971354,0.102864705
4,A,64,8,1,0.8971354,0.10286469
5,A,64,8,1,0.89132565,0.10867444
6,A,64,8,1,0.91934854,0.08065147
7,A,64,8,1,0.5110026,0.48899758
8,B,64,8,1,0.09696909,0.903031
9,B,64,8,1,0.10286469,0.89713544
10,B,64,8,1,0.10286469,0.89713544
11,B,64,8,1,0.10286469,0.89713544
12,B,64,8,1,0.08363977,0.91636026
13,B,64,8,1,0.10297189,0.8970282
14,B,64,8,1,0.4889383,0.5110618
1,A,64,9,1,0.90766317,0.09233686
2,A,64,9,1,0.90174073,0.09825935
3,A,64,9,1,0.9017408,0.098259345
4,A,64,9,1,0.90174073,0.09825935
5,A,64,9,1,0.89586097,0.10413902
6,A,64,9,1,0.9245281,0.07547185
7,A,64,9,1,0.5121753,0.48782477
8,B,64,9,1,0.09233685,0.90766317
9,B,64,9,1,0.09825935,0.90174073
10,B,64,9,1,0.09825935,0.90174073
11,B,64,9,1,0.09825935,0.90174073
12,B,64,9,1,0.07849699,0.92150295
13,B,64,9,1,0.09836935,0.9016307
14,B,64,9,1,0.48776305,0.5122371
1,A,64,10,1,0.9114605,0.08853961
2,A,64,10,1,0.9055169,0.09448303
3,A,64,10,1,0.9055169,0.09448303
4,A,64,10,1,0.9055169,0.09448303
5,A,64,10,1,0.8995799,0.10042005
6,A,64,10,1,0.92877525,0.07122473
7,A,64,10,1,0.51314366,0.4868565
8,B,64,10,1,0.08853963,0.91146046
9,B,64,10,1,0.09448304,0.9055169
10,B,64,10,1,0.09448305,0.9055169
11,B,64,10,1,0.09448304,0.9055169
12,B,64,10,1,0.07428006,0.9257199
13,B,64,10,1,0.094595395,0.9054047
14,B,64,10,1,0.48679283,0.51320726
1,A,64,1,2,0.74445486,0.25554508
2,A,64,1,2,0.74085003,0.2591501
3,A,64,1,2,0.7438504,0.25614956
4,A,64,1,2,0.74056786,0.25943226
5,A,64,1,2,0.73999465,0.26000547
6,A,64,1,2,0.7405678,0.25943226
7,A,64,1,2,0.50047696,0.49952313
8,B,64,1,2,0.27496648,0.7250335
9,B,64,1,2,0.2685812,0.73141885
10,B,64,1,2,0.26860163,0.7313984
11,B,64,1,2,0.28347525,0.71652484
12,B,64,1,2,0.28776973,0.7122303
13,B,64,1,2,0.28347525,0.7165248
14,B,64,1,2,0.5218069,0.47819304
1,A,64,2,2,0.81195635,0.18804373
2,A,64,2,2,0.8068534,0.19314659
3,A,64,2,2,0.8069111,0.19308877
4,A,64,2,2,0.8069111,0.19308878
5,A,64,2,2,0.8024675,0.19753255
6,A,64,2,2,0.8179503,0.1820497
7,A,64,2,2,0.49016377,0.5098362
8,B,64,2,2,0.18804373,0.8119563
9,B,64,2,2,0.1820497,0.8179503
10,B,64,2,2,0.19308877,0.8069111
11,B,64,2,2,0.19308878,0.8069111
12,B,64,2,2,0.19753255,0.80246747
13,B,64,2,2,0.19314659,0.8068534
14,B,64,2,2,0.50983626,0.49016377
1,A,64,3,2,0.84582984,0.15417029
2,A,64,3,2,0.8403196,0.15968052
3,A,64,3,2,0.84039426,0.1596058
4,A,64,3,2,0.84039426,0.1596058
5,A,64,3,2,0.8354445,0.1645555
6,A,64,3,2,0.8555467,0.14445332
7,A,64,3,2,0.49736473,0.50263524
8,B,64,3,2,0.15417029,0.84582984
9,B,64,3,2,0.14445332,0.8555467
10,B,64,3,2,0.15960582,0.84039426
11,B,64,3,2,0.15960582,0.84039426
12,B,64,3,2,0.16455552,0.8354445
13,B,64,3,2,0.15968053,0.8403196
14,B,64,3,2,0.5026352,0.4973648
1,A,64,4,2,0.8662895,0.13371056
2,A,64,4,2,0.8605755,0.13942441
3,A,64,4,2,0.8606613,0.13933863
4,A,64,4,2,0.86066127,0.13933863
5,A,64,4,2,0.85540473,0.14459518
6,A,64,4,2,0.87832934,0.12167072
7,A,64,4,2,0.50204986,0.4979501
8,B,64,4,2,0.13371058,0.8662895
9,B,64,4,2,0.12167073,0.87832934
10,B,64,4,2,0.13933864,0.86066127
11,B,64,4,2,0.13933863,0.8606612
12,B,64,4,2,0.14459518,0.8554047
13,B,64,4,2,0.13942443,0.86057544
14,B,64,4,2,0.49795017,0.50204986
1,A,64,5,2,0.88000613,0.11999387
2,A,64,5,2,0.87417316,0.12582687
3,A,64,5,2,0.87426674,0.1257333
4,A,64,5,2,0.87426674,0.1257333
5,A,64,5,2,0.868804,0.13119605
6,A,64,5,2,0.8936287,0.106371395
7,A,64,5,2,0.50531596,0.49468413
8,B,64,5,2,0.11999388,0.88000613
9,B,64,5,2,0.10637139,0.8936287
10,B,64,5,2,0.1257333,0.87426674
11,B,64,5,2,0.1257333,0.87426674
12,B,64,5,2,0.13119607,0.8688039
13,B,64,5,2,0.12582687,0.87417316
14,B,64,5,2,0.49468413,0.50531596
1,A,64,6,2,0.8898472,0.11015276
2,A,64,6,2,0.8839373,0.1160629
3,A,64,6,2,0.88403654,0.11596359
4,A,64,6,2,0.88403654,0.1159636
5,A,64,6,2,0.87842554,0.12157454
6,A,64,6,2,0.9046162,0.09538383
7,A,64,6,2,0.5077163,0.4922837
8,B,64,6,2,0.11015276,0.8898472
9,B,64,6,2,0.09538383,0.9046161
10,B,64,6,2,0.11596359,0.88403654
11,B,64,6,2,0.11596359,0.88403654
12,B,64,6,2,0.121574566,0.87842554
13,B,64,6,2,0.11606291,0.8839373
14,B,64,6,2,0.4922837,0.50771636
1,A,64,7,2,0.89725405,0.102746055
2,A,64,7,2,0.8912902,0.10870976
3,A,64,7,2,0.89139396,0.10860603
4,A,64,7,2,0.89139396,0.108606055
5,A,64,7,2,0.88567144,0.11432864
6,A,64,7,2,0.91289127,0.0871088
7,A,64,7,2,0.50955266,0.49044713
8,B,64,7,2,0.102746055,0.89725405
9,B,64,7,2,0.0871088,0.9128913
10,B,64,7,2,0.108606026,0.891394
11,B,64,7,2,0.10860603,0.891394
12,B,64,7,2,0.11432865,0.8856714
13,B,64,7,2,0.10870976,0.8912902
14,B,64,7,2,0.4904471,0.5095527
1,A,64,8,2,0.903031,0.096969076
2,A,64,8,2,0.89702815,0.1029719
3,A,64,8,2,0.8971354,0.10286469
4,A,64,8,2,0.8971354,0.10286472
5,A,64,8,2,0.89132565,0.10867444
6,A,64,8,2,0.91934854,0.08065146
7,A,64,8,2,0.51100254,0.48899758
8,B,64,8,2,0.096969076,0.903031
9,B,64,8,2,0.08065146,0.91934854
10,B,64,8,2,0.10286469,0.89713544
11,B,64,8,2,0.10286469,0.89713544
12,B,64,8,2,0.108674444,0.89132565
13,B,64,8,2,0.1029719,0.8970282
14,B,64,8,2,0.48899764,0.51100254
1,A,64,9,2,0.9076632,0.09233685
2,A,64,9,2,0.90163076,0.098369345
3,A,64,9,2,0.90174073,0.098259345
4,A,64,9,2,0.9017407,0.09825937
5,A,64,9,2,0.89586097,0.10413902
6,A,64,9,2,0.9245281,0.075471856
7,A,64,9,2,0.5121753,0.48782477
8,B,64,9,2,0.09233686,0.90766317
9,B,64,9,2,0.07547185,0.92452806
10,B,64,9,2,0.09825935,0.90174073
11,B,64,9,2,0.09825935,0.9017408
12,B,64,9,2,0.10413904,0.8958609
13,B,64,9,2,0.09836935,0.90163064
14,B,64,9,2,0.48782474,0.5121753
1,A,64,10,2,0.9114605,0.08853961
2,A,64,10,2,0.9054047,0.094595395
3,A,64,10,2,0.9055169,0.09448305
4,A,64,10,2,0.9055169,0.09448306
5,A,64,10,2,0.8995799,0.100420035
6,A,64,10,2,0.92877525,0.07122473
7,A,64,10,2,0.51314354,0.48685658
8,B,64,10,2,0.088539615,0.9114605
9,B,64,10,2,0.07122472,0.92877525
10,B,64,10,2,0.09448304,0.9055169
11,B,64,10,2,0.09448303,0.9055169
12,B,64,10,2,0.10042006,0.8995799
13,B,64,10,2,0.094595395,0.9054047
14,B,64,10,2,0.48685652,0.5131436
1,A,64,1,3,0.74436855,0.25563148
2,A,64,1,3,0.7403746,0.2596254
3,A,64,1,3,0.7403447,0.25965536
4,A,64,1,3,0.7403746,0.2596254
5,A,64,1,3,0.7369309,0.263069
6,A,64,1,3,0.7436111,0.2563888
7,A,64,1,3,0.47842494,0.5215749
8,B,64,1,3,0.25563145,0.74436855
9,B,64,1,3,0.2596254,0.7403746
10,B,64,1,3,0.2563888,0.7436111
11,B,64,1,3,0.2596254,0.7403746
12,B,64,1,3,0.26306903,0.73693085
13,B,64,1,3,0.25965536,0.7403447
14,B,64,1,3,0.521575,0.47842488
1,A,64,2,3,0.8119563,0.18804373
2,A,64,2,3,0.8069111,0.19308878
3,A,64,2,3,0.8179503,0.18204969
4,A,64,2,3,0.8069111,0.19308878
5,A,64,2,3,0.80246747,0.19753256
6,A,64,2,3,0.8069111,0.1930888
7,A,64,2,3,0.49016383,0.5098362
8,B,64,2,3,0.18804373,0.8119563
9,B,64,2,3,0.1930888,0.8069111
10,B,64,2,3,0.19314659,0.8068534
11,B,64,2,3,0.1930888,0.8069111
12,B,64,2,3,0.18431866,0.8156813
13,B,64,2,3,0.1930888,0.8069111
14,B,64,2,3,0.509818,0.49018192
1,A,64,3,3,0.84582984,0.15417029
2,A,64,3,3,0.84039426,0.1596058
3,A,64,3,3,0.8555467,0.1444533
4,A,64,3,3,0.84039426,0.1596058
5,A,64,3,3,0.8354445,0.1645555
6,A,64,3,3,0.84039426,0.1596058
7,A,64,3,3,0.49736473,0.5026353
8,B,64,3,3,0.15417029,0.84582984
9,B,64,3,3,0.15960582,0.8403943
10,B,64,3,3,0.15968052,0.84031963
11,B,64,3,3,0.15960582,0.8403943
12,B,64,3,3,0.14698862,0.8530115
13,B,64,3,3,0.15960582,0.8403943
14,B,64,3,3,0.50260353,0.49739656
1,A,64,4,3,0.8662895,0.13371058
2,A,64,4,3,0.86066127,0.13933863
3,A,64,4,3,0.87832934,0.12167073
4,A,64,4,3,0.86066127,0.13933863
5,A,64,4,3,0.85540473,0.14459518
6,A,64,4,3,0.8606612,0.13933864
7,A,64,4,3,0.5020498,0.49795017
8,B,64,4,3,0.13371058,0.8662895
9,B,64,4,3,0.13933866,0.8606612
10,B,64,4,3,0.13942441,0.86057544
11,B,64,4,3,0.13933864,0.8606612
12,B,64,4,3,0.124367654,0.8756324
13,B,64,4,3,0.13933864,0.8606612
14,B,64,4,3,0.49790916,0.5020908
1,A,64,5,3,0.88000613,0.11999387
2,A,64,5,3,0.87426674,0.1257333
3,A,64,5,3,0.8936287,0.10637139
4,A,64,5,3,0.87426674,0.1257333
5,A,64,5,3,0.868804,0.13119605
6,A,64,5,3,0.87426674,0.12573332
7,A,64,5,3,0.50531596,0.49468413
8,B,64,5,3,0.11999388,0.88000613
9,B,64,5,3,0.12573332,0.87426674
10,B,64,5,3,0.12582687,0.87417316
11,B,64,5,3,0.1257333,0.87426674
12,B,64,5,3,0.10917695,0.8908231
13,B,64,5,3,0.12573332,0.87426674
14,B,64,5,3,0.49463654,0.50536346
1,A,64,6,3,0.8898472,0.110152744
2,A,64,6,3,0.88403654,0.11596359
3,A,64,6,3,0.9046162,0.09538384
4,A,64,6,3,0.88403654,0.115963615
5,A,64,6,3,0.87842554,0.12157455
6,A,64,6,3,0.88403654,0.11596361
7,A,64,6,3,0.50771636,0.49228367
8,B,64,6,3,0.11015276,0.8898472
9,B,64,6,3,0.11596361,0.88403654
10,B,64,6,3,0.116062894,0.8839373
11,B,64,6,3,0.1159636,0.88403654
12,B,64,6,3,0.09826743,0.9017325
13,B,64,6,3,0.11596361,0.88403654
14,B,64,6,3,0.49223113,0.50776887
1,A,64,7,3,0.89725405,0.10274605
2,A,64,7,3,0.89139396,0.10860604
3,A,64,7,3,0.91289127,0.0871088
4,A,64,7,3,0.89139396,0.10860604
5,A,64,7,3,0.88567144,0.114328645
6,A,64,7,3,0.891394,0.10860605
7,A,64,7,3,0.50955266,0.49044713
8,B,64,7,3,0.102746055,0.89725405
9,B,64,7,3,0.10860604,0.89139396
10,B,64,7,3,0.10870975,0.8912902
11,B,64,7,3,0.10860604,0.89139396
12,B,64,7,3,0.09005119,0.9099488
13,B,64,7,3,0.10860604,0.89139396
14,B,64,7,3,0.4903908,0.50960904
1,A,64,8,3,0.903031,0.096969076
2,A,64,8,3,0.89713544,0.10286469
3,A,64,8,3,0.91934854,0.08065146
4,A,64,8,3,0.89713544,0.1028647
5,A,64,8,3,0.89132565,0.10867444
6,A,64,8,3,0.89713544,0.10286469
7,A,64,8,3,0.51100254,0.48899764
8,B,64,8,3,0.096969076,0.903031
9,B,64,8,3,0.10286469,0.89713544
10,B,64,8,3,0.10297189,0.8970282
11,B,64,8,3,0.102864705,0.89713544
12,B,64,8,3,0.08363977,0.91636026
13,B,64,8,3,0.102864705,0.89713544
14,B,64,8,3,0.48893836,0.5110617
1,A,64,9,3,0.90766317,0.09233686
2,A,64,9,3,0.90174073,0.09825935
3,A,64,9,3,0.9245281,0.07547185
4,A,64,9,3,0.90174073,0.09825937
5,A,64,9,3,0.89586097,0.10413902
6,A,64,9,3,0.9017407,0.09825937
7,A,64,9,3,0.5121753,0.48782477
8,B,64,9,3,0.09233686,0.90766317
9,B,64,9,3,0.09825937,0.9017407
10,B,64,9,3,0.09836937,0.90163064
11,B,64,9,3,0.09825937,0.9017407
12,B,64,9,3,0.078496985,0.92150295
13,B,64,9,3,0.09825937,0.9017407
14,B,64,9,3,0.48776302,0.5122371
1,A,64,10,3,0.9114605,0.088539615
2,A,64,10,3,0.9055169,0.09448304
3,A,64,10,3,0.92877525,0.07122473
4,A,64,10,3,0.9055169,0.09448305
5,A,64,10,3,0.8995799,0.100420035
6,A,64,10,3,0.9055169,0.094483055
7,A,64,10,3,0.51314354,0.48685658
8,B,64,10,3,0.088539615,0.9114605
9,B,64,10,3,0.09448306,0.9055169
10,B,64,10,3,0.094595395,0.9054047
11,B,64,10,3,0.09448305,0.9055169
12,B,64,10,3,0.07428006,0.9257199
13,B,64,10,3,0.09448305,0.9055169
14,B,64,10,3,0.48679283,0.51320726
1,A,64,1,4,0.74436855,0.25563145
2,A,64,1,4,0.7403746,0.2596254
3,A,64,1,4,0.74034476,0.25965536
4,A,64,1,4,0.7436111,0.2563888
5,A,64,1,4,0.73693085,0.26306903
6,A,64,1,4,0.7403746,0.2596254
7,A,64,1,4,0.47842494,0.5215749
8,B,64,1,4,0.25563145,0.74436855
9,B,64,1,4,0.2596254,0.7403746
10,B,64,1,4,0.2563888,0.7436111
11,B,64,1,4,0.25965536,0.7403447
12,B,64,1,4,0.26306903,0.73693085
13,B,64,1,4,0.2596254,0.7403746
14,B,64,1,4,0.5215749,0.47842488
1,A,64,2,4,0.8119563,0.18804373
2,A,64,2,4,0.8069111,0.19308878
3,A,64,2,4,0.8069111,0.19308878
4,A,64,2,4,0.8068534,0.19314659
5,A,64,2,4,0.8156813,0.18431868
6,A,64,2,4,0.8069111,0.19308878
7,A,64,2,4,0.49018192,0.50981796
8,B,64,2,4,0.18804373,0.8119563
9,B,64,2,4,0.19308877,0.8069111
10,B,64,2,4,0.19308878,0.8069111
11,B,64,2,4,0.1820497,0.8179503
12,B,64,2,4,0.19753256,0.80246747
13,B,64,2,4,0.19308878,0.8069111
14,B,64,2,4,0.50983626,0.49016377
1,A,64,3,4,0.84582984,0.15417029
2,A,64,3,4,0.8403943,0.1596058
3,A,64,3,4,0.8403943,0.1596058
4,A,64,3,4,0.84031963,0.15968052
5,A,64,3,4,0.8530115,0.1469886
6,A,64,3,4,0.8403943,0.1596058
7,A,64,3,4,0.4973965,0.5026036
8,B,64,3,4,0.15417029,0.84582984
9,B,64,3,4,0.1596058,0.84039426
10,B,64,3,4,0.1596058,0.84039426
11,B,64,3,4,0.1444533,0.8555467
12,B,64,3,4,0.1645555,0.8354445
13,B,64,3,4,0.15960582,0.8403943
14,B,64,3,4,0.50263524,0.49736473
1,A,64,4,4,0.8662895,0.13371056
2,A,64,4,4,0.86066127,0.13933863
3,A,64,4,4,0.86066127,0.13933863
4,A,64,4,4,0.8605755,0.13942441
5,A,64,4,4,0.8756324,0.124367654
6,A,64,4,4,0.8606612,0.13933863
7,A,64,4,4,0.5020908,0.49790922
8,B,64,4,4,0.13371058,0.8662895
9,B,64,4,4,0.13933864,0.86066127
10,B,64,4,4,0.13933864,0.86066127
11,B,64,4,4,0.12167074,0.87832934
12,B,64,4,4,0.14459519,0.8554047
13,B,64,4,4,0.13933864,0.8606612
14,B,64,4,4,0.49795017,0.5020498
1,A,64,5,4,0.88000613,0.119993865
2,A,64,5,4,0.87426674,0.1257333
3,A,64,5,4,0.87426674,0.1257333
4,A,64,5,4,0.87417316,0.12582687
5,A,64,5,4,0.8908231,0.109176934
6,A,64,5,4,0.87426674,0.1257333
7,A,64,5,4,0.50536346,0.49463654
8,B,64,5,4,0.11999387,0.88000613
9,B,64,5,4,0.1257333,0.87426674
10,B,64,5,4,0.1257333,0.87426674
11,B,64,5,4,0.106371395,0.8936287
12,B,64,5,4,0.13119607,0.8688039
13,B,64,5,4,0.12573332,0.87426674
14,B,64,5,4,0.49468413,0.50531596
1,A,64,6,4,0.8898472,0.110152744
2,A,64,6,4,0.88403654,0.1159636
3,A,64,6,4,0.88403654,0.11596359
4,A,64,6,4,0.8839373,0.1160629
5,A,64,6,4,0.9017325,0.09826741
6,A,64,6,4,0.88403654,0.11596358
7,A,64,6,4,0.50776875,0.49223125
8,B,64,6,4,0.110152744,0.8898472
9,B,64,6,4,0.11596359,0.88403654
10,B,64,6,4,0.11596359,0.88403654
11,B,64,6,4,0.09538383,0.9046161
12,B,64,6,4,0.12157457,0.87842554
