stimulus,seed,iteration,observed_probs,observed_ranking,predicted_probs_leaf,predicted_probs_basic,predicted_probs_best,reaction_time,correlation_probs_leaf,correlation_probs_basic,correlation_probs_best,correlation_rank_leaf,correlation_rank_basic,correlation_rank_best
11,500,2,0.39,2,0.75,0.25,0.5,1.311302185,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
12,500,2,0.67,4,0.25,0.100000001,0.100000001,1.311302185,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
13,500,2,0.81,9,0.75,0.899999976,0.833333313,1.215934753,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
14,500,2,0.97,15,0.75,0.75,0.75,1.192092896,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
15,500,2,0.92,11,0.75,0.899999976,0.899999976,1.311302185,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
16,500,2,0.91,10,0.75,0.875,0.75,1.382827759,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
1,500,3,0.72,5,0.75,0.899999976,0.833333313,1.311302185,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
2,500,3,0.72,6,0.75,0.875,0.75,1.406669617,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
3,500,3,0.44,3,0.25,0.100000001,0.100000001,1.311302185,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
4,500,3,0.97,13,0.75,0.899999976,0.899999976,1.192092896,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
5,500,3,0.72,7,0.75,0.25,0.25,1.263618469,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
6,500,3,0.98,16,0.75,0.899999976,0.899999976,1.287460327,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
7,500,3,0.97,14,0.75,0.899999976,0.899999976,1.311302185,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
8,500,3,0.77,8,0.75,0.875,0.75,1.59740448,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
9,500,3,0.27,1,0.75,0.25,0.25,1.192092896,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
10,500,3,0.95,12,0.75,0.875,0.75,1.382827759,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
11,500,3,0.39,2,0.75,0.25,0.5,1.311302185,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
12,500,3,0.67,4,0.25,0.100000001,0.100000001,1.215934753,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
13,500,3,0.81,9,0.75,0.899999976,0.833333313,1.192092896,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
14,500,3,0.97,15,0.75,0.75,0.75,1.311302185,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
15,500,3,0.92,11,0.75,0.899999976,0.899999976,1.287460327,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
16,500,3,0.91,10,0.75,0.875,0.75,1.406669617,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
1,500,4,0.72,5,0.75,0.899999976,0.833333313,1.287460327,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
2,500,4,0.72,6,0.75,0.875,0.75,1.192092896,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
3,500,4,0.44,3,0.25,0.100000001,0.100000001,1.311302185,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
4,500,4,0.97,13,0.75,0.899999976,0.899999976,1.287460327,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
5,500,4,0.72,7,0.75,0.25,0.25,1.192092896,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
6,500,4,0.98,16,0.75,0.899999976,0.899999976,1.311302185,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
7,500,4,0.97,14,0.75,0.899999976,0.899999976,1.287460327,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
8,500,4,0.77,8,0.75,0.875,0.75,1.621246338,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
9,500,4,0.27,1,0.75,0.25,0.25,1.215934753,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
10,500,4,0.95,12,0.75,0.875,0.75,1.406669617,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
11,500,4,0.39,2,0.75,0.25,0.5,1.287460327,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
12,500,4,0.67,4,0.25,0.100000001,0.100000001,1.287460327,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
13,500,4,0.81,9,0.75,0.899999976,0.833333313,1.311302185,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
14,500,4,0.97,15,0.75,0.75,0.75,1.311302185,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
15,500,4,0.92,11,0.75,0.899999976,0.899999976,1.311302185,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
16,500,4,0.91,10,0.75,0.875,0.75,1.406669617,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
1,500,5,0.72,5,0.75,0.899999976,0.833333313,1.311302185,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
2,500,5,0.72,6,0.75,0.875,0.75,1.215934753,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
3,500,5,0.44,3,0.25,0.100000001,0.100000001,1.311302185,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
4,500,5,0.97,13,0.75,0.899999976,0.899999976,1.311302185,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
5,500,5,0.72,7,0.75,0.25,0.25,1.215934753,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
6,500,5,0.98,16,0.75,0.899999976,0.899999976,1.263618469,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
7,500,5,0.97,14,0.75,0.899999976,0.899999976,1.287460327,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
8,500,5,0.77,8,0.75,0.875,0.75,1.525878906,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
9,500,5,0.27,1,0.75,0.25,0.25,1.311302185,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
10,500,5,0.95,12,0.75,0.875,0.75,1.382827759,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
11,500,5,0.39,2,0.75,0.25,0.5,1.311302185,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
12,500,5,0.67,4,0.25,0.100000001,0.100000001,1.287460327,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
13,500,5,0.81,9,0.75,0.899999976,0.833333313,1.287460327,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
14,500,5,0.97,15,0.75,0.75,0.75,1.215934753,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
15,500,5,0.92,11,0.75,0.899999976,0.899999976,1.311302185,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
16,500,5,0.91,10,0.75,0.875,0.75,1.525878906,0.053056899,0.423453002,0.382060071,0.302941176,0.358823529,0.379411765
1,550,1,0.72,5,0.75,0.75,0.75,1.311302185,0.653148718,0.543627372,0.529024832,0.670588235,0.620588235,0.570588235
2,550,1,0.72,6,0.75,0.875,0.699999988,1.311302185,0.653148718,0.543627372,0.529024832,0.670588235,0.620588235,0.570588235
3,550,1,0.44,3,0.75,0.25,0.25,1.382827759,0.653148718,0.543627372,0.529024832,0.670588235,0.620588235,0.570588235
4,550,1,0.97,13,0.75,0.75,0.75,1.287460327,0.653148718,0.543627372,0.529024832,0.670588235,0.620588235,0.570588235
5,550,1,0.72,7,0.75,0.300000012,0.300000012,1.192092896,0.653148718,0.543627372,0.529024832,0.670588235,0.620588235,0.570588235
6,550,1,0.98,16,0.75,0.75,0.75,1.406669617,0.653148718,0.543627372,0.529024832,0.670588235,0.620588235,0.570588235
7,550,1,0.97,14,0.75,0.75,0.75,1.311302185,0.653148718,0.543627372,0.529024832,0.670588235,0.620588235,0.570588235
8,550,1,0.77,8,0.75,0.875,0.699999988,1.406669617,0.653148718,0.543627372,0.529024832,0.670588235,0.620588235,0.570588235
9,550,1,0.27,1,0.25,0.125,0.300000012,1.406669617,0.653148718,0.543627372,0.529024832,0.670588235,0.620588235,0.570588235
10,550,1,0.95,12,0.75,0.875,0.875,1.406669617,0.653148718,0.543627372,0.529024832,0.670588235,0.620588235,0.570588235
11,550,1,0.39,2,0.25,0.125,0.300000012,1.382827759,0.653148718,0.543627372,0.529024832,0.670588235,0.620588235,0.570588235
12,550,1,0.67,4,0.75,0.25,0.375,1.430511475,0.653148718,0.543627372,0.529024832,0.670588235,0.620588235,0.570588235
13,550,1,0.81,9,0.75,0.75,0.625,1.311302185,0.653148718,0.543627372,0.529024832,0.670588235,0.620588235,0.570588235
14,550,1,0.97,15,0.75,0.875,0.833333313,1.406669617,0.653148718,0.543627372,0.529024832,0.670588235,0.620588235,0.570588235
15,550,1,0.92,11,0.75,0.75,0.833333313,1.311302185,0.653148718,0.543627372,0.529024832,0.670588235,0.620588235,0.570588235
16,550,1,0.91,10,0.75,0.875,0.699999988,1.59740448,0.653148718,0.543627372,0.529024832,0.670588235,0.620588235,0.570588235
1,550,2,0.72,5,0.75,0.75,0.75,1.406669617,0.653148718,0.543627372,0.498089024,0.670588235,0.620588235,0.570588235
2,550,2,0.72,6,0.75,0.875,0.699999988,1.406669617,0.653148718,0.543627372,0.498089024,0.670588235,0.620588235,0.570588235
3,550,2,0.44,3,0.75,0.25,0.25,1.502037048,0.653148718,0.543627372,0.498089024,0.670588235,0.620588235,0.570588235
4,550,2,0.97,13,0.75,0.75,0.75,1.287460327,0.653148718,0.543627372,0.498089024,0.670588235,0.620588235,0.570588235
5,550,2,0.72,7,0.75,0.300000012,0.300000012,1.287460327,0.653148718,0.543627372,0.498089024,0.670588235,0.620588235,0.570588235
6,550,2,0.98,16,0.75,0.75,0.75,1.525878906,0.653148718,0.543627372,0.498089024,0.670588235,0.620588235,0.570588235
7,550,2,0.97,14,0.75,0.75,0.75,1.406669617,0.653148718,0.543627372,0.498089024,0.670588235,0.620588235,0.570588235
8,550,2,0.77,8,0.75,0.875,0.699999988,1.406669617,0.653148718,0.543627372,0.498089024,0.670588235,0.620588235,0.570588235
9,550,2,0.27,1,0.25,0.125,0.300000012,1.525878906,0.653148718,0.543627372,0.498089024,0.670588235,0.620588235,0.570588235
10,550,2,0.95,12,0.75,0.875,0.875,1.502037048,0.653148718,0.543627372,0.498089024,0.670588235,0.620588235,0.570588235
11,550,2,0.39,2,0.25,0.125,0.300000012,1.47819519,0.653148718,0.543627372,0.498089024,0.670588235,0.620588235,0.570588235
12,550,2,0.67,4,0.75,0.25,0.375,1.692771912,0.653148718,0.543627372,0.498089024,0.670588235,0.620588235,0.570588235
13,550,2,0.81,9,0.75,0.75,0.5,1.382827759,0.653148718,0.543627372,0.498089024,0.670588235,0.620588235,0.570588235
14,550,2,0.97,15,0.75,0.875,0.833333313,1.502037048,0.653148718,0.543627372,0.498089024,0.670588235,0.620588235,0.570588235
15,550,2,0.92,11,0.75,0.75,0.833333313,1.406669617,0.653148718,0.543627372,0.498089024,0.670588235,0.620588235,0.570588235
16,550,2,0.91,10,0.75,0.875,0.699999988,1.692771912,0.653148718,0.543627372,0.498089024,0.670588235,0.620588235,0.570588235
1,550,3,0.72,5,0.75,0.75,0.75,1.311302185,0.653148718,0.543627372,0.529024832,0.670588235,0.620588235,0.570588235
2,550,3,0.72,6,0.75,0.875,0.699999988,1.311302185,0.653148718,0.543627372,0.529024832,0.670588235,0.620588235,0.570588235
3,550,3,0.44,3,0.75,0.25,0.25,1.406669617,0.653148718,0.543627372,0.529024832,0.670588235,0.620588235,0.570588235
4,550,3,0.97,13,0.75,0.75,0.75,1.382827759,0.653148718,0.543627372,0.529024832,0.670588235,0.620588235,0.570588235
5,550,3,0.72,7,0.75,0.300000012,0.300000012,1.168251038,0.653148718,0.543627372,0.529024832,0.670588235,0.620588235,0.570588235
6,550,3,0.98,16,0.75,0.75,0.75,1.502037048,0.653148718,0.543627372,0.529024832,0.670588235,0.620588235,0.570588235
7,550,3,0.97,14,0.75,0.75,0.75,1.215934753,0.653148718,0.543627372,0.529024832,0.670588235,0.620588235,0.570588235
8,550,3,0.77,8,0.75,0.875,0.699999988,1.311302185,0.653148718,0.543627372,0.529024832,0.670588235,0.620588235,0.570588235
9,550,3,0.27,1,0.25,0.125,0.300000012,1.406669617,0.653148718,0.543627372,0.529024832,0.670588235,0.620588235,0.570588235
10,550,3,0.95,12,0.75,0.875,0.875,1.406669617,0.653148718,0.543627372,0.529024832,0.670588235,0.620588235,0.570588235
11,550,3,0.39,2,0.25,0.125,0.300000012,1.382827759,0.653148718,0.543627372,0.529024832,0.670588235,0.620588235,0.570588235
12,550,3,0.67,4,0.75,0.25,0.375,1.406669617,0.653148718,0.543627372,0.529024832,0.670588235,0.620588235,0.570588235
13,550,3,0.81,9,0.75,0.75,0.625,1.311302185,0.653148718,0.543627372,0.529024832,0.670588235,0.620588235,0.570588235
14,550,3,0.97,15,0.75,0.875,0.833333313,1.47819519,0.653148718,0.543627372,0.529024832,0.670588235,0.620588235,0.570588235
15,550,3,0.92,11,0.75,0.75,0.833333313,1.406669617,0.653148718,0.543627372,0.529024832,0.670588235,0.620588235,0.570588235
16,550,3,0.91,10,0.75,0.875,0.699999988,1.59740448,0.653148718,0.543627372,0.529024832,0.670588235,0.620588235,0.570588235
1,550,4,0.72,5,0.75,0.75,0.75,1.311302185,0.653148718,0.543627372,0.498089024,0.670588235,0.620588235,0.570588235
2,550,4,0.72,6,0.75,0.875,0.699999988,1.311302185,0.653148718,0.543627372,0.498089024,0.670588235,0.620588235,0.570588235
3,550,4,0.44,3,0.75,0.25,0.25,1.382827759,0.653148718,0.543627372,0.498089024,0.670588235,0.620588235,0.570588235
4,550,4,0.97,13,0.75,0.75,0.75,1.311302185,0.653148718,0.543627372,0.498089024,0.670588235,0.620588235,0.570588235
5,550,4,0.72,7,0.75,0.300000012,0.300000012,1.192092896,0.653148718,0.543627372,0.498089024,0.670588235,0.620588235,0.570588235
6,550,4,0.98,16,0.75,0.75,0.75,1.406669617,0.653148718,0.543627372,0.498089024,0.670588235,0.620588235,0.570588235
7,550,4,0.97,14,0.75,0.75,0.75,1.215934753,0.653148718,0.543627372,0.498089024,0.670588235,0.620588235,0.570588235
8,550,4,0.77,8,0.75,0.875,0.699999988,1.406669617,0.653148718,0.543627372,0.498089024,0.670588235,0.620588235,0.570588235
9,550,4,0.27,1,0.25,0.125,0.300000012,1.406669617,0.653148718,0.543627372,0.498089024,0.670588235,0.620588235,0.570588235
10,550,4,0.95,12,0.75,0.875,0.875,1.382827759,0.653148718,0.543627372,0.498089024,0.670588235,0.620588235,0.570588235
11,550,4,0.39,2,0.25,0.125,0.300000012,1.382827759,0.653148718,0.543627372,0.498089024,0.670588235,0.620588235,0.570588235
12,550,4,0.67,4,0.75,0.25,0.375,1.406669617,0.653148718,0.543627372,0.498089024,0.670588235,0.620588235,0.570588235
13,550,4,0.81,9,0.75,0.75,0.5,1.311302185,0.653148718,0.543627372,0.498089024,0.670588235,0.620588235,0.570588235
14,550,4,0.97,15,0.75,0.875,0.833333313,1.502037048,0.653148718,0.543627372,0.498089024,0.670588235,0.620588235,0.570588235
15,550,4,0.92,11,0.75,0.75,0.833333313,1.406669617,0.653148718,0.543627372,0.498089024,0.670588235,0.620588235,0.570588235
16,550,4,0.91,10,0.75,0.875,0.699999988,1.502037048,0.653148718,0.543627372,0.498089024,0.670588235,0.620588235,0.570588235
1,550,5,0.72,5,0.75,0.75,0.75,1.192092896,0.653148718,0.543627372,0.529024832,0.670588235,0.620588235,0.570588235
2,550,5,0.72,6,0.75,0.875,0.699999988,1.311302185,0.653148718,0.543627372,0.529024832,0.670588235,0.620588235,0.570588235
3,550,5,0.44,3,0.75,0.25,0.25,1.382827759,0.653148718,0.543627372,0.529024832,0.670588235,0.620588235,0.570588235
4,550,5,0.97,13,0.75,0.75,0.75,1.382827759,0.653148718,0.543627372,0.529024832,0.670588235,0.620588235,0.570588235
5,550,5,0.72,7,0.75,0.300000012,0.300000012,1.215934753,0.653148718,0.543627372,0.529024832,0.670588235,0.620588235,0.570588235
6,550,5,0.98,16,0.75,0.75,0.75,1.382827759,0.653148718,0.543627372,0.529024832,0.670588235,0.620588235,0.570588235
7,550,5,0.97,14,0.75,0.75,0.75,1.287460327,0.653148718,0.543627372,0.529024832,0.670588235,0.620588235,0.570588235
8,550,5,0.77,8,0.75,0.875,0.699999988,1.406669617,0.653148718,0.543627372,0.529024832,0.670588235,0.620588235,0.570588235
9,550,5,0.27,1,0.25,0.125,0.300000012,1.311302185,0.653148718,0.543627372,0.529024832,0.670588235,0.620588235,0.570588235
10,550,5,0.95,12,0.75,0.875,0.875,1.287460327,0.653148718,0.543627372,0.529024832,0.670588235,0.620588235,0.570588235
11,550,5,0.39,2,0.25,0.125,0.300000012,1.382827759,0.653148718,0.543627372,0.529024832,0.670588235,0.620588235,0.570588235
12,550,5,0.67,4,0.75,0.25,0.375,1.311302185,0.653148718,0.543627372,0.529024832,0.670588235,0.620588235,0.570588235
13,550,5,0.81,9,0.75,0.75,0.625,1.192092896,0.653148718,0.543627372,0.529024832,0.670588235,0.620588235,0.570588235
14,550,5,0.97,15,0.75,0.875,0.833333313,1.406669617,0.653148718,0.543627372,0.529024832,0.670588235,0.620588235,0.570588235
15,550,5,0.92,11,0.75,0.75,0.833333313,1.406669617,0.653148718,0.543627372,0.529024832,0.670588235,0.620588235,0.570588235
16,550,5,0.91,10,0.75,0.875,0.699999988,1.573562622,0.653148718,0.543627372,0.529024832,0.670588235,0.620588235,0.570588235
1,600,1,0.72,5,0.75,0.916666687,0.916666687,1.406669617,0.566168177,0.561326369,0.502529072,0.526470588,0.223529412,-0.047058824
2,600,1,0.72,6,0.75,0.899999976,0.833333313,1.382827759,0.566168177,0.561326369,0.502529072,0.526470588,0.223529412,-0.047058824
3,600,1,0.44,3,0.75,0.899999976,0.899999976,1.47819519,0.566168177,0.561326369,0.502529072,0.526470588,0.223529412,-0.047058824
4,600,1,0.97,13,0.75,0.916666687,0.916666687,1.311302185,0.566168177,0.561326369,0.502529072,0.526470588,0.223529412,-0.047058824
5,600,1,0.72,7,0.75,0.916666687,0.875,1.59740448,0.566168177,0.561326369,0.502529072,0.526470588,0.223529412,-0.047058824
6,600,1,0.98,16,0.75,0.916666687,0.916666687,1.406669617,0.566168177,0.561326369,0.502529072,0.526470588,0.223529412,-0.047058824
7,600,1,0.97,14,0.75,0.916666687,0.833333313,1.287460327,0.566168177,0.561326369,0.502529072,0.526470588,0.223529412,-0.047058824
8,600,1,0.77,8,0.75,0.899999976,0.899999976,1.311302185,0.566168177,0.561326369,0.502529072,0.526470588,0.223529412,-0.047058824
9,600,1,0.27,1,0.25,0.100000001,0.100000001,1.311302185,0.566168177,0.561326369,0.502529072,0.526470588,0.223529412,-0.047058824
10,600,1,0.95,12,0.75,0.899999976,0.899999976,1.311302185,0.566168177,0.561326369,0.502529072,0.526470588,0.223529412,-0.047058824
11,600,1,0.39,2,0.75,0.916666687,0.916666687,1.311302185,0.566168177,0.561326369,0.502529072,0.526470588,0.223529412,-0.047058824
12,600,1,0.67,4,0.75,0.899999976,0.833333313,1.382827759,0.566168177,0.561326369,0.502529072,0.526470588,0.223529412,-0.047058824
13,600,1,0.81,9,0.75,0.916666687,0.875,1.406669617,0.566168177,0.561326369,0.502529072,0.526470588,0.223529412,-0.047058824
14,600,1,0.97,15,0.75,0.899999976,0.833333313,1.311302185,0.566168177,0.561326369,0.502529072,0.526470588,0.223529412,-0.047058824
15,600,1,0.92,11,0.75,0.916666687,0.916666687,1.311302185,0.566168177,0.561326369,0.502529072,0.526470588,0.223529412,-0.047058824
16,600,1,0.91,10,0.75,0.899999976,0.899999976,1.406669617,0.566168177,0.561326369,0.502529072,0.526470588,0.223529412,-0.047058824
1,600,2,0.72,5,0.75,0.916666687,0.916666687,1.311302185,0.566168177,0.561326369,0.502529072,0.526470588,0.223529412,-0.047058824
2,600,2,0.72,6,0.75,0.899999976,0.833333313,1.287460327,0.566168177,0.561326369,0.502529072,0.526470588,0.223529412,-0.047058824
3,600,2,0.44,3,0.75,0.899999976,0.899999976,1.502037048,0.566168177,0.561326369,0.502529072,0.526470588,0.223529412,-0.047058824
4,600,2,0.97,13,0.75,0.916666687,0.916666687,1.382827759,0.566168177,0.561326369,0.502529072,0.526470588,0.223529412,-0.047058824
5,600,2,0.72,7,0.75,0.916666687,0.875,1.573562622,0.566168177,0.561326369,0.502529072,0.526470588,0.223529412,-0.047058824
6,600,2,0.98,16,0.75,0.916666687,0.916666687,1.406669617,0.566168177,0.561326369,0.502529072,0.526470588,0.223529412,-0.047058824
7,600,2,0.97,14,0.75,0.916666687,0.833333313,1.311302185,0.566168177,0.561326369,0.502529072,0.526470588,0.223529412,-0.047058824
8,600,2,0.77,8,0.75,0.899999976,0.899999976,1.311302185,0.566168177,0.561326369,0.502529072,0.526470588,0.223529412,-0.047058824
9,600,2,0.27,1,0.25,0.100000001,0.100000001,1.311302185,0.566168177,0.561326369,0.502529072,0.526470588,0.223529412,-0.047058824
10,600,2,0.95,12,0.75,0.899999976,0.899999976,1.263618469,0.566168177,0.561326369,0.502529072,0.526470588,0.223529412,-0.047058824
11,600,2,0.39,2,0.75,0.916666687,0.916666687,1.311302185,0.566168177,0.561326369,0.502529072,0.526470588,0.223529412,-0.047058824
12,600,2,0.67,4,0.75,0.899999976,0.833333313,1.311302185,0.566168177,0.561326369,0.502529072,0.526470588,0.223529412,-0.047058824
13,600,2,0.81,9,0.75,0.916666687,0.875,1.287460327,0.566168177,0.561326369,0.502529072,0.526470588,0.223529412,-0.047058824
14,600,2,0.97,15,0.75,0.899999976,0.833333313,1.311302185,0.566168177,0.561326369,0.502529072,0.526470588,0.223529412,-0.047058824
15,600,2,0.92,11,0.75,0.916666687,0.916666687,1.287460327,0.566168177,0.561326369,0.502529072,0.526470588,0.223529412,-0.047058824
16,600,2,0.91,10,0.75,0.899999976,0.899999976,1.287460327,0.566168177,0.561326369,0.502529072,0.526470588,0.223529412,-0.047058824
1,600,3,0.72,5,0.75,0.916666687,0.875,1.311302185,0.566168177,0.561326369,0.562919671,0.526470588,0.223529412,0.288235294
2,600,3,0.72,6,0.75,0.899999976,0.833333313,1.311302185,0.566168177,0.561326369,0.562919671,0.526470588,0.223529412,0.288235294
3,600,3,0.44,3,0.75,0.899999976,0.899999976,1.382827759,0.566168177,0.561326369,0.562919671,0.526470588,0.223529412,0.288235294
4,600,3,0.97,13,0.75,0.916666687,0.916666687,1.311302185,0.566168177,0.561326369,0.562919671,0.526470588,0.223529412,0.288235294
5,600,3,0.72,7,0.75,0.916666687,0.875,1.502037048,0.566168177,0.561326369,0.562919671,0.526470588,0.223529412,0.288235294
6,600,3,0.98,16,0.75,0.916666687,0.916666687,1.406669617,0.566168177,0.561326369,0.562919671,0.526470588,0.223529412,0.288235294
7,600,3,0.97,14,0.75,0.916666687,0.833333313,1.382827759,0.566168177,0.561326369,0.562919671,0.526470588,0.223529412,0.288235294
8,600,3,0.77,8,0.75,0.899999976,0.899999976,1.287460327,0.566168177,0.561326369,0.562919671,0.526470588,0.223529412,0.288235294
9,600,3,0.27,1,0.25,0.100000001,0.100000001,1.311302185,0.566168177,0.561326369,0.562919671,0.526470588,0.223529412,0.288235294
10,600,3,0.95,12,0.75,0.899999976,0.899999976,1.311302185,0.566168177,0.561326369,0.562919671,0.526470588,0.223529412,0.288235294
11,600,3,0.39,2,0.75,0.916666687,0.833333313,1.382827759,0.566168177,0.561326369,0.562919671,0.526470588,0.223529412,0.288235294
12,600,3,0.67,4,0.75,0.899999976,0.833333313,1.311302185,0.566168177,0.561326369,0.562919671,0.526470588,0.223529412,0.288235294
13,600,3,0.81,9,0.75,0.916666687,0.875,1.311302185,0.566168177,0.561326369,0.562919671,0.526470588,0.223529412,0.288235294
14,600,3,0.97,15,0.75,0.899999976,0.833333313,1.287460327,0.566168177,0.561326369,0.562919671,0.526470588,0.223529412,0.288235294
15,600,3,0.92,11,0.75,0.916666687,0.916666687,1.406669617,0.566168177,0.561326369,0.562919671,0.526470588,0.223529412,0.288235294
16,600,3,0.91,10,0.75,0.899999976,0.899999976,1.382827759,0.566168177,0.561326369,0.562919671,0.526470588,0.223529412,0.288235294
1,600,4,0.72,5,0.75,0.916666687,0.916666687,1.287460327,0.566168177,0.561326369,0.502529072,0.526470588,0.223529412,-0.047058824
2,600,4,0.72,6,0.75,0.899999976,0.833333313,1.311302185,0.566168177,0.561326369,0.502529072,0.526470588,0.223529412,-0.047058824
3,600,4,0.44,3,0.75,0.899999976,0.899999976,1.430511475,0.566168177,0.561326369,0.502529072,0.526470588,0.223529412,-0.047058824
4,600,4,0.97,13,0.75,0.916666687,0.916666687,1.287460327,0.566168177,0.561326369,0.502529072,0.526470588,0.223529412,-0.047058824
5,600,4,0.72,7,0.75,0.916666687,0.875,1.573562622,0.566168177,0.561326369,0.502529072,0.526470588,0.223529412,-0.047058824
6,600,4,0.98,16,0.75,0.916666687,0.916666687,1.502037048,0.566168177,0.561326369,0.502529072,0.526470588,0.223529412,-0.047058824
7,600,4,0.97,14,0.75,0.916666687,0.833333313,1.311302185,0.566168177,0.561326369,0.502529072,0.526470588,0.223529412,-0.047058824
8,600,4,0.77,8,0.75,0.899999976,0.899999976,1.311302185,0.566168177,0.561326369,0.502529072,0.526470588,0.223529412,-0.047058824
9,600,4,0.27,1,0.25,0.100000001,0.100000001,1.406669617,0.566168177,0.561326369,0.502529072,0.526470588,0.223529412,-0.047058824
10,600,4,0.95,12,0.75,0.899999976,0.899999976,1.287460327,0.566168177,0.561326369,0.502529072,0.526470588,0.223529412,-0.047058824
11,600,4,0.39,2,0.75,0.916666687,0.916666687,1.311302185,0.566168177,0.561326369,0.502529072,0.526470588,0.223529412,-0.047058824
12,600,4,0.67,4,0.75,0.899999976,0.833333313,1.311302185,0.566168177,0.561326369,0.502529072,0.526470588,0.223529412,-0.047058824
13,600,4,0.81,9,0.75,0.916666687,0.875,1.47819519,0.566168177,0.561326369,0.502529072,0.526470588,0.223529412,-0.047058824
14,600,4,0.97,15,0.75,0.899999976,0.833333313,1.311302185,0.566168177,0.561326369,0.502529072,0.526470588,0.223529412,-0.047058824
15,600,4,0.92,11,0.75,0.916666687,0.916666687,1.263618469,0.566168177,0.561326369,0.502529072,0.526470588,0.223529412,-0.047058824
16,600,4,0.91,10,0.75,0.899999976,0.899999976,1.311302185,0.566168177,0.561326369,0.502529072,0.526470588,0.223529412,-0.047058824
1,600,5,0.72,5,0.75,0.916666687,0.916666687,1.263618469,0.566168177,0.561326369,0.502529072,0.526470588,0.223529412,-0.047058824
2,600,5,0.72,6,0.75,0.899999976,0.833333313,1.287460327,0.566168177,0.561326369,0.502529072,0.526470588,0.223529412,-0.047058824
3,600,5,0.44,3,0.75,0.899999976,0.899999976,1.382827759,0.566168177,0.561326369,0.502529072,0.526470588,0.223529412,-0.047058824
4,600,5,0.97,13,0.75,0.916666687,0.916666687,1.287460327,0.566168177,0.561326369,0.502529072,0.526470588,0.223529412,-0.047058824
