seed,epoch,block,concept,fan_size,fact,prob
32,1,7,c1,1,f1,0.9708476662635803
32,1,7,c2,2,f2,0.7615261077880859
32,1,7,c2,2,f3,0.1928737908601761
32,1,7,c3,4,f4,0.023976435884833336
32,1,7,c3,4,f5,0.023988179862499237
32,1,7,c3,4,f6,0.9130864143371582
32,1,7,c3,4,f7,0.023988179862499237
32,1,8,c1,1,f1,0.9745475649833679
32,1,8,c2,2,f2,0.7641037106513977
32,1,8,c2,2,f3,0.19300530850887299
32,1,8,c3,4,f4,0.023434821516275406
32,1,8,c3,4,f5,0.023446597158908844
32,1,8,c3,4,f6,0.9164378046989441
32,1,8,c3,4,f7,0.023446597158908844
32,1,9,c1,1,f1,0.9773722290992737
32,1,9,c2,2,f2,0.7660858631134033
32,1,9,c2,2,f3,0.19311268627643585
32,1,9,c3,4,f4,0.023020435124635696
32,1,9,c3,4,f5,0.023032227531075478
32,1,9,c3,4,f6,0.919003427028656
32,1,9,c3,4,f7,0.023032227531075478
32,1,10,c1,1,f1,0.9796000123023987
32,1,10,c2,2,f2,0.7676580548286438
32,1,10,c2,2,f3,0.19320178031921387
32,1,10,c3,4,f4,0.022693093866109848
32,1,10,c3,4,f5,0.022704889997839928
32,1,10,c3,4,f6,0.9210309982299805
32,1,10,c3,4,f7,0.022704889997839928
32,1,11,c1,1,f1,0.9814022183418274
32,1,11,c2,2,f2,0.7689355611801147
32,1,11,c2,2,f3,0.19327664375305176
32,1,11,c3,4,f4,0.02242795191705227
32,1,11,c3,4,f5,0.022439762949943542
32,1,11,c3,4,f6,0.9226739406585693
32,1,11,c3,4,f7,0.022439762949943542
32,1,12,c1,1,f1,0.9828904271125793
32,1,12,c2,2,f2,0.7699941396713257
32,1,12,c2,2,f3,0.1933405101299286
32,1,12,c3,4,f4,0.022208793088793755
32,1,12,c3,4,f5,0.022220617160201073
32,1,12,c3,4,f6,0.9240323305130005
32,1,12,c3,4,f7,0.022220617160201073
32,2,1,c1,1,f1,0.36647677421569824
32,2,1,c2,2,f2,0.4877587854862213
32,2,1,c2,2,f3,0.2887744605541229
32,2,1,c3,4,f4,0.07935165613889694
32,2,1,c3,4,f5,0.07936237752437592
32,2,1,c3,4,f6,0.5759733319282532
32,2,1,c3,4,f7,0.07936237752437592
32,2,2,c1,1,f1,0.3613334596157074
32,2,2,c2,2,f2,0.6095632314682007
32,2,2,c2,2,f3,0.28785794973373413
32,2,2,c3,4,f4,0.0409112349152565
32,2,2,c3,4,f5,0.040922533720731735
32,2,2,c3,4,f6,0.8094377517700195
32,2,2,c3,4,f7,0.040922533720731735
32,2,3,c1,1,f1,0.3632521629333496
32,2,3,c2,2,f2,0.6328884363174438
32,2,3,c2,2,f3,0.2923782169818878
32,2,3,c3,4,f4,0.03403691574931145
32,2,3,c3,4,f5,0.034048423171043396
32,2,3,c3,4,f6,0.8516159057617188
32,2,3,c3,4,f7,0.034048423171043396
32,2,4,c1,1,f1,0.3643855154514313
32,2,4,c2,2,f2,0.6435713171958923
32,2,4,c2,2,f3,0.2948167324066162
32,2,4,c3,4,f4,0.031169407069683075
32,2,4,c3,4,f5,0.031181007623672485
32,2,4,c3,4,f6,0.869295060634613
32,2,4,c3,4,f7,0.031181007623672485
32,2,5,c1,1,f1,0.3651059567928314
32,2,5,c2,2,f2,0.649721086025238
32,2,5,c2,2,f3,0.2963298559188843
32,2,5,c3,4,f4,0.025772979483008385
32,2,5,c3,4,f5,0.025784652680158615
32,2,5,c3,4,f6,0.9019582867622375
32,2,5,c3,4,f7,0.025784652680158615
32,2,6,c1,1,f1,0.3655869662761688
32,2,6,c2,2,f2,0.6537227630615234
32,2,6,c2,2,f3,0.29735812544822693
32,2,6,c3,4,f4,0.024707579985260963
32,2,6,c3,4,f5,0.024719296023249626
32,2,6,c3,4,f6,0.9085432887077332
32,2,6,c3,4,f7,0.024719296023249626
32,2,7,c1,1,f1,0.3659284710884094
32,2,7,c2,2,f2,0.656535804271698
32,2,7,c2,2,f3,0.29810187220573425
32,2,7,c3,4,f4,0.023970315232872963
32,2,7,c3,4,f5,0.023982057347893715
32,2,7,c3,4,f6,0.9131053686141968
32,2,7,c3,4,f7,0.023982057347893715
32,2,8,c1,1,f1,0.3661814033985138
32,2,8,c2,2,f2,0.6586220264434814
32,2,8,c2,2,f3,0.2986644506454468
32,2,8,c3,4,f4,0.023429498076438904
32,2,8,c3,4,f5,0.023441262543201447
32,2,8,c3,4,f6,0.9164541959762573
32,2,8,c3,4,f7,0.023441262543201447
32,2,9,c1,1,f1,0.36637601256370544
32,2,9,c2,2,f2,0.6602306962013245
32,2,9,c2,2,f3,0.2991050183773041
32,2,9,c3,4,f4,0.02301572635769844
32,2,9,c3,4,f5,0.023027516901493073
32,2,9,c3,4,f6,0.9190179109573364
32,2,9,c3,4,f7,0.023027516901493073
32,2,10,c1,1,f1,0.3665291666984558
32,2,10,c2,2,f2,0.6615093946456909
32,2,10,c2,2,f3,0.29945918917655945
32,2,10,c3,4,f4,0.022688860073685646
32,2,10,c3,4,f5,0.02270066738128662
32,2,10,c3,4,f6,0.9210440516471863
32,2,10,c3,4,f7,0.02270066738128662
32,2,11,c1,1,f1,0.3666514754295349
32,2,11,c2,2,f2,0.6625502705574036
32,2,11,c2,2,f3,0.29975008964538574
32,2,11,c3,4,f4,0.022424129769206047
32,2,11,c3,4,f5,0.022435937076807022
32,2,11,c3,4,f6,0.9226856827735901
32,2,11,c3,4,f7,0.022435937076807022
32,2,12,c1,1,f1,0.3667507767677307
32,2,12,c2,2,f2,0.6634137630462646
32,2,12,c2,2,f3,0.29999345541000366
32,2,12,c3,4,f4,0.022205306217074394
32,2,12,c3,4,f5,0.022217122837901115
32,2,12,c3,4,f6,0.9240431785583496
32,2,12,c3,4,f7,0.022217122837901115
32,3,1,c1,1,f1,0.5945125818252563
32,3,1,c2,2,f2,0.5061008930206299
32,3,1,c2,2,f3,0.21642924845218658
32,3,1,c3,4,f4,0.06676352024078369
32,3,1,c3,4,f5,0.06676352024078369
32,3,1,c3,4,f6,0.5903805494308472
32,3,1,c3,4,f7,0.0814625546336174
32,3,2,c1,1,f1,0.8570742607116699
32,3,2,c2,2,f2,0.6611284017562866
32,3,2,c2,2,f3,0.19873470067977905
32,3,2,c3,4,f4,0.025370024144649506
32,3,2,c3,4,f5,0.025370024144649506
32,3,2,c3,4,f6,0.8375780582427979
32,3,2,c3,4,f7,0.04133736342191696
32,3,3,c1,1,f1,0.9046865701675415
32,3,3,c2,2,f2,0.6872957348823547
32,3,3,c2,2,f3,0.1993483006954193
32,3,3,c3,4,f4,0.014198821038007736
32,3,3,c3,4,f5,0.014198821038007736
32,3,3,c3,4,f6,0.9042003154754639
32,3,3,c3,4,f7,0.030608685687184334
32,3,4,c1,1,f1,0.9473517537117004
32,3,4,c2,2,f2,0.7222400307655334
32,3,4,c2,2,f3,0.1960669308900833
32,3,4,c3,4,f4,0.010848265141248703
32,3,4,c3,4,f5,0.010848265141248703
32,3,4,c3,4,f6,0.9240982532501221
32,3,4,c3,4,f7,0.027482951059937477
32,3,5,c1,1,f1,0.9587438106536865
32,3,5,c2,2,f2,0.7530446648597717
32,3,5,c2,2,f3,0.19247041642665863
32,3,5,c3,4,f4,0.009010199457406998
32,3,5,c3,4,f5,0.009010199457406998
32,3,5,c3,4,f6,0.9350023865699768
32,3,5,c3,4,f7,0.025780655443668365
32,3,6,c1,1,f1,0.9659640192985535
32,3,6,c2,2,f2,0.7580364942550659
32,3,6,c2,2,f3,0.19268040359020233
32,3,6,c3,4,f4,0.007845006883144379
32,3,6,c3,4,f5,0.007845006883144379
32,3,6,c3,4,f6,0.9419102668762207
32,3,6,c3,4,f7,0.024706346914172173
32,3,7,c1,1,f1,0.9709564447402954
32,3,7,c2,2,f2,0.7615264654159546
32,3,7,c2,2,f3,0.19284747540950775
32,3,7,c3,4,f4,0.007039263378828764
32,3,7,c3,4,f5,0.007039263378828764
32,3,7,c3,4,f6,0.9466851949691772
32,3,7,c3,4,f7,0.023965708911418915
32,3,8,c1,1,f1,0.9746168851852417
32,3,8,c2,2,f2,0.7641045451164246
32,3,8,c2,2,f3,0.1929818093776703
32,3,8,c3,4,f4,0.0064484779722988605
32,3,8,c3,4,f5,0.0064484779722988605
32,3,8,c3,4,f6,0.9501851797103882
32,3,8,c3,4,f7,0.02342386543750763
32,3,9,c1,1,f1,0.9774165749549866
32,3,9,c2,2,f2,0.7660872936248779
32,3,9,c2,2,f3,0.193091481924057
32,3,9,c3,4,f4,0.005996596999466419
32,3,9,c3,4,f5,0.005996596999466419
32,3,9,c3,4,f6,0.9528616070747375
32,3,9,c3,4,f7,0.02301010489463806
32,3,10,c1,1,f1,0.9796278476715088
32,3,10,c2,2,f2,0.7676594853401184
32,3,10,c2,2,f3,0.19318245351314545
32,3,10,c3,4,f4,0.005639712791889906
32,3,10,c3,4,f5,0.005639712791889906
32,3,10,c3,4,f6,0.954974889755249
32,3,10,c3,4,f7,0.022683752700686455
32,3,11,c1,1,f1,0.9814186096191406
32,3,11,c2,2,f2,0.7689370512962341
32,3,11,c2,2,f3,0.19325906038284302
32,3,11,c3,4,f4,0.005350679159164429
32,3,11,c3,4,f5,0.005350679159164429
32,3,11,c3,4,f6,0.95668625831604
32,3,11,c3,4,f7,0.022419733926653862
32,3,12,c1,1,f1,0.9828987121582031
32,3,12,c2,2,f2,0.7699956297874451
32,3,12,c2,2,f3,0.19332420825958252
32,3,12,c3,4,f4,0.005111804697662592
32,3,12,c3,4,f5,0.005111804697662592
32,3,12,c3,4,f6,0.9581003785133362
32,3,12,c3,4,f7,0.022201713174581528
32,4,1,c1,1,f1,0.582032322883606
32,4,1,c2,2,f2,0.5603443384170532
32,4,1,c2,2,f3,0.15296325087547302
32,4,1,c3,4,f4,0.06674697995185852
32,4,1,c3,4,f5,0.06674697995185852
32,4,1,c3,4,f6,0.5894708037376404
32,4,1,c3,4,f7,0.08235935866832733
32,4,2,c1,1,f1,0.853573739528656
32,4,2,c2,2,f2,0.7820516228675842
32,4,2,c2,2,f3,0.07015077024698257
32,4,2,c3,4,f4,0.025361359119415283
32,4,2,c3,4,f5,0.025361359119415283
32,4,2,c3,4,f6,0.8371182680130005
32,4,2,c3,4,f7,0.0417981892824173
