seed,condition,cat_size,correct,stim_label,type
1541,Mixed,6,1,Low,New
1541,Mixed,9,1,Old,Old
1541,Mixed,9,1,High,New
1541,Mixed,6,1,Medium,New
1541,Mixed,6,1,High,New
1541,Mixed,3,1,High,New
1541,Mixed,9,1,Prototype,Prototype
1541,Mixed,9,1,Low,New
1541,Mixed,9,1,Medium,New
1592,Mixed,9,1,Low,New
1592,Mixed,9,1,Medium,New
1592,Mixed,3,1,Medium,New
1592,Mixed,9,1,High,New
1592,Mixed,9,1,Low,New
1592,Mixed,3,1,High,New
1592,Mixed,3,1,Low,New
1592,Mixed,6,1,Medium,New
1592,Mixed,9,1,Old,Old
1592,Mixed,9,1,Medium,New
1592,Mixed,3,1,Old,Old
1592,Mixed,3,1,Low,New
1592,Mixed,3,1,Old,Old
1592,Mixed,6,1,Old,Old
1592,Mixed,6,1,Low,New
1592,Mixed,9,1,Old,Old
1592,Mixed,6,1,Low,New
1592,Mixed,6,1,Low,New
1592,Mixed,6,1,High,New
1592,Mixed,9,1,High,New
1592,Mixed,9,1,Old,Old
1592,Mixed,9,1,Medium,New
1592,Mixed,9,1,Prototype,Prototype
1592,Mixed,3,1,Medium,New
1592,Mixed,3,1,High,New
1592,Mixed,6,1,Prototype,Prototype
1592,Mixed,3,1,Old,Old
1592,Mixed,6,1,Medium,New
1592,Mixed,3,1,Prototype,Prototype
1592,Mixed,3,1,Low,New
1592,Mixed,6,1,Medium,New
1592,Mixed,9,1,High,New
1592,Mixed,3,0,High,New
1592,Mixed,6,1,Old,Old
1592,Mixed,9,1,Low,New
1592,Mixed,6,1,High,New
1592,Mixed,6,1,Old,Old
1592,Mixed,6,1,High,New
1592,Mixed,3,1,Medium,New
1643,Mixed,3,1,Low,New
1643,Mixed,9,1,Medium,New
1643,Mixed,6,1,Old,Old
1643,Mixed,9,1,Low,New
1643,Mixed,3,1,Old,Old
1643,Mixed,9,1,Medium,New
1643,Mixed,9,1,Medium,New
1643,Mixed,6,1,Prototype,Prototype
1643,Mixed,3,1,Medium,New
1643,Mixed,9,1,Low,New
1643,Mixed,9,1,Old,Old
1643,Mixed,9,1,Old,Old
1643,Mixed,6,1,High,New
1643,Mixed,3,1,Old,Old
1643,Mixed,9,1,High,New
1643,Mixed,3,1,Low,New
1643,Mixed,6,1,Low,New
1643,Mixed,3,1,Prototype,Prototype
1643,Mixed,9,1,Prototype,Prototype
1643,Mixed,9,1,High,New
1643,Mixed,3,1,High,New
1643,Mixed,6,1,Old,Old
1643,Mixed,6,1,Medium,New
1643,Mixed,3,1,Medium,New
1643,Mixed,6,1,Low,New
1643,Mixed,6,1,Low,New
1643,Mixed,3,1,Old,Old
1643,Mixed,3,1,Medium,New
1643,Mixed,3,1,Low,New
1643,Mixed,6,1,High,New
1643,Mixed,3,1,High,New
1643,Mixed,6,1,Medium,New
1643,Mixed,9,1,High,New
1643,Mixed,6,1,Old,Old
1643,Mixed,3,1,High,New
1643,Mixed,9,1,Low,New
1643,Mixed,9,1,Old,Old
1643,Mixed,6,1,Medium,New
1643,Mixed,6,1,High,New
