seed,epoch,block,base_rate,accuracy,pred_share_B
1,1,1,0.5,0.9425,0.4812481544518496
1,1,2,0.5,0.9425,0.4851165177755211
1,1,3,0.5,0.9425,0.48648628251826936
1,1,4,0.5,0.9425,0.4871875250224591
1,1,5,0.5,0.9425,0.4876136778440249
1,1,6,0.5,0.9425,0.4879001693710878
1,1,7,0.5,0.9425,0.4881059090758544
1,1,8,0.5,0.9425,0.4882609099522982
1,1,9,0.5,0.9425,0.4883818177347963
1,1,10,0.5,0.9425,0.4884787932440886
1,1,11,0.5,0.9425,0.4885582937080964
1,1,12,0.5,0.9425,0.48862468581851837
1,2,1,0.5,0.9425,0.4807006677399215
1,2,2,0.5,0.9425,0.48344104405492794
1,2,3,0.5,0.9425,0.48441599821283327
1,2,4,0.5,0.9425,0.48491662703077554
1,2,5,0.5,0.9425,0.4852215016901068
1,2,6,0.5,0.9425,0.48542676014013497
1,2,7,0.5,0.9425,0.48557431366288945
1,2,8,0.5,0.9425,0.48568562726248343
1,2,9,0.5,0.9425,0.48577247426616293
1,2,10,0.5,0.9425,0.48584221325340765
1,2,11,0.5,0.9425,0.485899420225153
1,2,12,0.5,0.9425,0.4859471881002931
1,3,1,0.5,0.9425,0.47653578566553845
1,3,2,0.5,0.9425,0.48329359902058316
1,3,3,0.5,0.9425,0.4845313033467108
1,3,4,0.5,0.9425,0.48515037138253136
1,3,5,0.5,0.9425,0.48552182554071954
1,3,6,0.5,0.9425,0.4857694742363472
1,3,7,0.5,0.9425,0.4859464042227229
1,3,8,0.5,0.9425,0.48607907487105045
1,3,9,0.5,0.9425,0.48618229264760415
1,3,10,0.5,0.9425,0.48626487184427447
1,3,11,0.5,0.9425,0.4863324451080419
1,3,12,0.5,0.9425,0.48638877123094937
1,1,1,0.65,0.9425,0.47763069544262243
1,1,2,0.65,0.9425,0.48413304555718456
1,1,3,0.65,0.9425,0.4864578987700252
1,1,4,0.65,0.9425,0.4876541155144434
1,1,5,0.65,0.9425,0.48838355224063135
1,1,6,0.65,0.9425,0.4888750103079999
1,1,7,0.65,0.9425,0.48922865433173157
1,1,8,0.65,0.9425,0.48949546195901417
1,1,9,0.65,0.9425,0.4897038839350435
1,1,10,0.65,0.9425,0.48987109996697653
1,1,11,0.65,0.9425,0.4900084063743941
1,1,12,0.65,0.9425,0.49012306099719316
1,2,1,0.65,0.9425,0.4815849278315912
1,2,2,0.65,0.9425,0.4881257034676201
1,2,3,0.65,0.9425,0.4904900398595312
1,2,4,0.65,0.9425,0.49171619694627067
1,2,5,0.65,0.9425,0.4924678727747979
1,2,6,0.65,0.9425,0.49297620340752857
1,2,7,0.65,0.9425,0.49334309343536065
1,2,8,0.65,0.9425,0.4936204176830399
1,2,9,0.65,0.9425,0.4938374523812093
1,2,10,0.65,0.9425,0.4940119122286106
1,2,11,0.65,0.9425,0.4941552670841321
1,2,12,0.65,0.9425,0.4942751557294688
1,3,1,0.65,0.9425,0.47951636069922854
1,3,2,0.65,0.9425,0.4847962239679592
1,3,3,0.65,0.9425,0.4866847219832855
1,3,4,0.65,0.9425,0.4876552465669343
1,3,5,0.65,0.9425,0.4882462921724499
1,3,6,0.65,0.9425,0.48864409079568416
1,3,7,0.65,0.9425,0.48893006871224287
1,3,8,0.65,0.9425,0.4891456297456936
1,3,9,0.65,0.9425,0.48931391009137004
1,3,10,0.65,0.9425,0.48944884539572975
1,3,11,0.65,0.9425,0.4895595095763393
1,3,12,0.65,0.9425,0.48965195196628314
1,1,1,0.8,0.8875,0.3967880594820206
1,1,2,0.8,0.8875,0.3961920524590532
1,1,3,0.8,0.8875,0.3960700929361807
1,1,4,0.8,0.8875,0.3960286895198077
1,1,5,0.8,0.8875,0.39601093777184926
1,1,6,0.8,0.8875,0.396002244318868
1,1,7,0.8,0.8875,0.395997659780405
1,1,8,0.8,0.8875,0.39599509684503525
1,1,9,0.8,0.8875,0.3959936785397033
1,1,10,0.8,0.8875,0.3959928735277228
1,1,11,0.8,0.8875,0.3959924418996003
1,1,12,0.8,0.8875,0.3959922683946003
1,2,1,0.8,0.8875,0.40055614638619075
1,2,2,0.8,0.8875,0.4008117544080768
1,2,3,0.8,0.8875,0.4012875681797321
1,2,4,0.8,0.8325,0.36070975810895683
1,2,5,0.8,0.8325,0.3603240309037206
1,2,6,0.8,0.8325,0.3600512837888872
1,2,7,0.8,0.8325,0.35984813685375433
1,2,8,0.8,0.8325,0.3596908832762973
1,2,9,0.8,0.8325,0.3595656234616626
1,2,10,0.8,0.8325,0.3594633927390968
1,2,11,0.8,0.80375,0.32036038231309055
1,2,12,0.8,0.80375,0.3202172872712403
1,3,1,0.8,0.8875,0.4138654383349887
1,3,2,0.8,0.8875,0.41964926111408213
1,3,3,0.8,0.8875,0.42219337357043657
1,3,4,0.8,0.8875,0.42353500523164933
1,3,5,0.8,0.8875,0.42436539451807626
1,3,6,0.8,0.8875,0.4249303253790257
1,3,7,0.8,0.8875,0.425339646416499
1,3,8,0.8,0.8875,0.425649916726303
1,3,9,0.8,0.8875,0.425893244621401
1,3,10,0.8,0.8875,0.4260891778729221
1,3,11,0.8,0.8875,0.42625035969300884
1,3,12,0.8,0.8875,0.4263852445602064
1,1,1,0.9,0.9425,0.43440868293709334
1,1,2,0.9,0.9425,0.4478883112115082
1,1,3,0.9,0.9425,0.4542140393669951
1,1,4,0.9,0.91375,0.4218360318195124
1,1,5,0.9,0.91375,0.4235895786939797
1,1,6,0.9,0.91375,0.42484053019922896
1,1,7,0.9,0.91375,0.4257768915067319
1,1,8,0.9,0.91375,0.4265039036140514
1,1,9,0.9,0.91375,0.42708455062195955
1,1,10,0.9,0.91375,0.4275588469450232
1,1,11,0.9,0.91375,0.4279536350458102
1,1,12,0.9,0.91375,0.42828729062836673
1,2,1,0.9,0.80375,0.31486097574867383
1,2,2,0.9,0.80375,0.3158035120366802
1,2,3,0.9,0.80375,0.3160839324951354
1,2,4,0.9,0.80375,0.316216019476418
1,2,5,0.9,0.80375,0.3162922120173535
