seed,epoch,block,stimulus,category,distance,pred_A,pred_B
32,3,7,11,B,3,0.18294017016887665,0.8170599341392517
32,3,7,12,B,4,0.8665019869804382,0.1334979087114334
32,3,7,13,B,5,0.8606146574020386,0.13938534259796143
32,3,7,14,B,6,0.8759586811065674,0.12404138594865799
32,3,8,1,A,0,0.877353847026825,0.1226460188627243
32,3,8,2,A,1,0.8564633727073669,0.14353661239147186
32,3,8,3,A,2,0.8205875158309937,0.1794125884771347
32,3,8,4,A,3,0.8172169923782349,0.18278293311595917
32,3,8,5,A,4,0.1435713917016983,0.8564285635948181
32,3,8,6,A,5,0.1195446327328682,0.8804552555084229
32,3,8,7,A,6,0.12393838912248611,0.8760615587234497
32,3,8,8,B,0,0.12393838912248611,0.8760615587234497
32,3,8,9,B,1,0.13651299476623535,0.8634870052337646
32,3,8,10,B,2,0.1700071096420288,0.8299928307533264
32,3,8,11,B,3,0.1807236671447754,0.8192763328552246
32,3,8,12,B,4,0.8720199465751648,0.1279800534248352
32,3,8,13,B,5,0.8652916550636292,0.13470841944217682
32,3,8,14,B,6,0.877353847026825,0.1226460188627243
32,3,9,1,A,0,0.8783920407295227,0.12160800397396088
32,3,9,2,A,1,0.859148383140564,0.14085160195827484
32,3,9,3,A,2,0.8294656872749329,0.17053435742855072
32,3,9,4,A,3,0.8224409818649292,0.17755897343158722
32,3,9,5,A,4,0.14092059433460236,0.8590794205665588
32,3,9,6,A,5,0.11529044806957245,0.8847094774246216
32,3,9,7,A,6,0.12289993464946747,0.8771000504493713
32,3,9,8,B,0,0.12289993464946747,0.8771000504493713
32,3,9,9,B,1,0.1337157040834427,0.8662843108177185
32,3,9,10,B,2,0.1715538203716278,0.8284461498260498
32,3,9,11,B,3,0.17638523876667023,0.823614776134491
32,3,9,12,B,4,0.8755918145179749,0.12440811842679977
32,3,9,13,B,5,0.8684155941009521,0.13158440589904785
32,3,9,14,B,6,0.8783920407295227,0.12160800397396088
32,3,10,1,A,0,0.8791950941085815,0.12080487608909607
32,3,10,2,A,1,0.8611136674880981,0.13888628780841827
32,3,10,3,A,2,0.8282159566879272,0.17178401350975037
32,3,10,4,A,3,0.8242748379707336,0.1757250428199768
32,3,10,5,A,4,0.13897784054279327,0.8610221743583679
32,3,10,6,A,5,0.11234259605407715,0.8876573443412781
32,3,10,7,A,6,0.12209674715995789,0.8779032230377197
32,3,10,8,B,0,0.12209674715995789,0.8779032230377197
32,3,10,9,B,1,0.1316641867160797,0.8683358430862427
32,3,10,10,B,2,0.17088252305984497,0.829117476940155
32,3,10,11,B,3,0.17402447760105133,0.8259755373001099
32,3,10,12,B,4,0.8781219124794006,0.12187819182872772
32,3,10,13,B,5,0.8706692457199097,0.12933094799518585
32,3,10,14,B,6,0.8791950941085815,0.12080487608909607
32,4,1,1,A,0,0.8077641129493713,0.1922358125448227
32,4,1,2,A,1,0.8054273128509521,0.19457262754440308
32,4,1,3,A,2,0.7923035621643066,0.20769646763801575
32,4,1,4,A,3,0.7564783692359924,0.24352163076400757
32,4,1,5,A,4,0.27518460154533386,0.7248153686523438
32,4,1,6,A,5,0.18802931904792786,0.811970591545105
32,4,1,7,A,6,0.18746395409107208,0.8125360608100891
32,4,1,8,B,0,0.18746395409107208,0.8125360608100891
32,4,1,9,B,1,0.19123202562332153,0.8087680339813232
32,4,1,10,B,2,0.2116103619337082,0.7883897423744202
32,4,1,11,B,3,0.2519758641719818,0.7480239868164062
32,4,1,12,B,4,0.5648584365844727,0.4351417124271393
32,4,1,13,B,5,0.7911255359649658,0.20887450873851776
32,4,1,14,B,6,0.8077641129493713,0.1922358125448227
32,4,2,1,A,0,0.8268066644668579,0.17319345474243164
32,4,2,2,A,1,0.8178409337997437,0.18215911090373993
32,4,2,3,A,2,0.8453599214553833,0.15463998913764954
32,4,2,4,A,3,0.8478385210037231,0.15216147899627686
32,4,2,5,A,4,0.18133613467216492,0.8186638355255127
32,4,2,6,A,5,0.1816881000995636,0.818311870098114
32,4,2,7,A,6,0.17336298525333405,0.8266369700431824
32,4,2,8,B,0,0.17336298525333405,0.8266369700431824
32,4,2,9,B,1,0.1780032068490982,0.8219969272613525
32,4,2,10,B,2,0.19641055166721344,0.803589403629303
32,4,2,11,B,3,0.1703265905380249,0.8296734690666199
32,4,2,12,B,4,0.8064410090446472,0.19355912506580353
32,4,2,13,B,5,0.8118064403533936,0.18819363415241241
32,4,2,14,B,6,0.8268066644668579,0.17319345474243164
32,4,3,1,A,0,0.857321560382843,0.14267852902412415
32,4,3,2,A,1,0.8214500546455383,0.17854996025562286
32,4,3,3,A,2,0.8197523951530457,0.18024756014347076
32,4,3,4,A,3,0.8071865439414978,0.19281351566314697
32,4,3,5,A,4,0.16081970930099487,0.8391802310943604
32,4,3,6,A,5,0.17507609724998474,0.8249239325523376
32,4,3,7,A,6,0.13885951042175293,0.8611403703689575
32,4,3,8,B,0,0.13885951042175293,0.8611403703689575
32,4,3,9,B,1,0.17421092092990875,0.8257890343666077
32,4,3,10,B,2,0.1687186360359192,0.8312814235687256
32,4,3,11,B,3,0.18630723655223846,0.8136927485466003
32,4,3,12,B,4,0.833579957485199,0.16642004251480103
32,4,3,13,B,5,0.8224292397499084,0.17757080495357513
32,4,3,14,B,6,0.857321560382843,0.14267852902412415
32,4,4,1,A,0,0.8960552215576172,0.10394469648599625
32,4,4,2,A,1,0.8273942470550537,0.1726057082414627
32,4,4,3,A,2,0.8135865330696106,0.1864134669303894
32,4,4,4,A,3,0.8059430718421936,0.1940569132566452
32,4,4,5,A,4,0.1640070676803589,0.8359929323196411
32,4,4,6,A,5,0.17496085166931152,0.8250392079353333
32,4,4,7,A,6,0.11835967004299164,0.8816403746604919
32,4,4,8,B,0,0.11835967004299164,0.8816403746604919
32,4,4,9,B,1,0.17205525934696198,0.8279446363449097
32,4,4,10,B,2,0.1668461263179779,0.8331539034843445
32,4,4,11,B,3,0.18834976851940155,0.811650276184082
32,4,4,12,B,4,0.8280883431434631,0.17191171646118164
32,4,4,13,B,5,0.8227108120918274,0.1772892326116562
32,4,4,14,B,6,0.8960552215576172,0.10394469648599625
32,4,5,1,A,0,0.9059062004089355,0.09409388154745102
32,4,5,2,A,1,0.8336367607116699,0.16636325418949127
32,4,5,3,A,2,0.8160167336463928,0.18398334085941315
32,4,5,4,A,3,0.8036704063415527,0.19632959365844727
32,4,5,5,A,4,0.16060002148151398,0.8393999934196472
32,4,5,6,A,5,0.16655728220939636,0.8334426879882812
32,4,5,7,A,6,0.11118797957897186,0.8888121247291565
32,4,5,8,B,0,0.11118797957897186,0.8888121247291565
32,4,5,9,B,1,0.16046597063541412,0.8395341038703918
32,4,5,10,B,2,0.1674250364303589,0.8325750827789307
32,4,5,11,B,3,0.18668802082538605,0.8133119344711304
32,4,5,12,B,4,0.826837956905365,0.17316214740276337
32,4,5,13,B,5,0.8269548416137695,0.17304517328739166
32,4,5,14,B,6,0.9059062004089355,0.09409388154745102
32,4,6,1,A,0,0.9108134508132935,0.08918655663728714
32,4,6,2,A,1,0.8610225319862366,0.1389775276184082
32,4,6,3,A,2,0.8201032280921936,0.1798967719078064
32,4,6,4,A,3,0.8053937554359436,0.1946062296628952
32,4,6,5,A,4,0.1330672800540924,0.8669326901435852
32,4,6,6,A,5,0.13918527960777283,0.8608147501945496
32,4,6,7,A,6,0.1073341891169548,0.8926658630371094
32,4,6,8,B,0,0.1073341891169548,0.8926658630371094
32,4,6,9,B,1,0.14073322713375092,0.8592668175697327
32,4,6,10,B,2,0.17585772275924683,0.8241421580314636
32,4,6,11,B,3,0.18513768911361694,0.8148624300956726
32,4,6,12,B,4,0.849980354309082,0.15001966059207916
32,4,6,13,B,5,0.8505217432975769,0.14947830140590668
32,4,6,14,B,6,0.9108134508132935,0.08918655663728714
32,4,7,1,A,0,0.9138180017471313,0.08618199080228806
32,4,7,2,A,1,0.8747751712799072,0.12522490322589874
32,4,7,3,A,2,0.821651816368103,0.17834818363189697
32,4,7,4,A,3,0.8112353086471558,0.18876470625400543
32,4,7,5,A,4,0.12595520913600922,0.8740448355674744
32,4,7,6,A,5,0.1254512369632721,0.8745487332344055
32,4,7,7,A,6,0.10489587485790253,0.8951041102409363
32,4,7,8,B,0,0.10489587485790253,0.8951041102409363
32,4,7,9,B,1,0.11824171245098114,0.8817582726478577
32,4,7,10,B,2,0.17714565992355347,0.8228543400764465
32,4,7,11,B,3,0.18217326700687408,0.8178267478942871
32,4,7,12,B,4,0.8720247149467468,0.12797532975673676
32,4,7,13,B,5,0.8729767799377441,0.12702322006225586
32,4,7,14,B,6,0.9138180017471313,0.08618199080228806
32,4,8,1,A,0,0.9158632159233093,0.08413679897785187
32,4,8,2,A,1,0.8816100358963013,0.11838985979557037
32,4,8,3,A,2,0.8215326070785522,0.17846742272377014
32,4,8,4,A,3,0.8129388689994812,0.18706108629703522
32,4,8,5,A,4,0.1202889084815979,0.8797111511230469
32,4,8,6,A,5,0.11863935738801956,0.8813605904579163
32,4,8,7,A,6,0.10320533066987991,0.8967945575714111
32,4,8,8,B,0,0.10320533066987991,0.8967945575714111
32,4,8,9,B,1,0.11123372614383698,0.8887662887573242
32,4,8,10,B,2,0.1794361174106598,0.8205639719963074
32,4,8,11,B,3,0.1808968037366867,0.8191033005714417
32,4,8,12,B,4,0.8800840377807617,0.11991598457098007
32,4,8,13,B,5,0.881178617477417,0.11882142722606659
32,4,8,14,B,6,0.9158632159233093,0.08413679897785187
32,4,9,1,A,0,0.9173507690429688,0.08264920115470886
32,4,9,2,A,1,0.885876476764679,0.1141236424446106
32,4,9,3,A,2,0.8256121277809143,0.17438793182373047
32,4,9,4,A,3,0.8179299831390381,0.1820700615644455
32,4,9,5,A,4,0.11661432683467865,0.8833857178688049
32,4,9,6,A,5,0.1143948957324028,0.8856050968170166
32,4,9,7,A,6,0.1019611656665802,0.8980388045310974
32,4,9,8,B,0,0.1019611656665802,0.8980388045310974
32,4,9,9,B,1,0.11574818193912506,0.8842518925666809
32,4,9,10,B,2,0.17478246986865997,0.8252174854278564
32,4,9,11,B,3,0.1758420467376709,0.8241578936576843
32,4,9,12,B,4,0.8848532438278198,0.11514677852392197
32,4,9,13,B,5,0.8860291838645935,0.11397070437669754
32,4,9,14,B,6,0.9173507690429688,0.08264920115470886
32,4,10,1,A,0,0.9184836149215698,0.08151626586914062
32,4,10,2,A,1,0.8888402581214905,0.11115967482328415
32,4,10,3,A,2,0.8264999985694885,0.17350013554096222
32,4,10,4,A,3,0.8194267153739929,0.18057331442832947
32,4,10,5,A,4,0.11386481672525406,0.8861351609230042
32,4,10,6,A,5,0.11145036667585373,0.8885496854782104
32,4,10,7,A,6,0.101005919277668,0.8989940881729126
32,4,10,8,B,0,0.101005919277668,0.8989940881729126
32,4,10,9,B,1,0.10382994264364243,0.8961700201034546
32,4,10,10,B,2,0.1729975938796997,0.8270024657249451
32,4,10,11,B,3,0.17415468394756317,0.8258453607559204
32,4,10,12,B,4,0.8880743384361267,0.1119256243109703
32,4,10,13,B,5,0.8893039226531982,0.11069592088460922
32,4,10,14,B,6,0.9184836149215698,0.08151626586914062
64,1,1,1,A,0,0.8145677447319031,0.18543227016925812
64,1,1,2,A,1,0.8033938407897949,0.19660618901252747
64,1,1,3,A,2,0.7899166941642761,0.21008332073688507
64,1,1,4,A,3,0.6930176019668579,0.3069823980331421
64,1,1,5,A,4,0.3464931845664978,0.6535068154335022
64,1,1,6,A,5,0.19583450257778168,0.8041656017303467
64,1,1,7,A,6,0.1927085518836975,0.8072914481163025
64,1,1,8,B,0,0.1927085518836975,0.8072914481163025
64,1,1,9,B,1,0.19972112774848938,0.800278902053833
64,1,1,10,B,2,0.21350477635860443,0.7864952087402344
64,1,1,11,B,3,0.25899216532707214,0.7410078644752502
64,1,1,12,B,4,0.5561720132827759,0.4438280165195465
64,1,1,13,B,5,0.7985336184501648,0.20146633684635162
64,1,1,14,B,6,0.8145677447319031,0.18543227016925812
64,1,2,1,A,0,0.8270267844200134,0.17297334969043732
64,1,2,2,A,1,0.8208682537078857,0.17913180589675903
64,1,2,3,A,2,0.8383870720863342,0.1616128534078598
64,1,2,4,A,3,0.8350142240524292,0.16498571634292603
64,1,2,5,A,4,0.2541629374027252,0.7458370327949524
64,1,2,6,A,5,0.17837132513523102,0.8216285705566406
64,1,2,7,A,6,0.17330801486968994,0.8266920447349548
64,1,2,8,B,0,0.17330801486968994,0.8266920447349548
64,1,2,9,B,1,0.18066467344760895,0.819335401058197
64,1,2,10,B,2,0.16078506410121918,0.8392149209976196
64,1,2,11,B,3,0.17259344458580017,0.827406644821167
64,1,2,12,B,4,0.8016186356544495,0.19838137924671173
64,1,2,13,B,5,0.8204653859138489,0.1795347034931183
64,1,2,14,B,6,0.8270267844200134,0.17297334969043732
64,1,3,1,A,0,0.8608529567718506,0.1391470730304718
64,1,3,2,A,1,0.8181225061416626,0.1818774938583374
64,1,3,3,A,2,0.8139033913612366,0.18609657883644104
64,1,3,4,A,3,0.8183467984199524,0.18165326118469238
64,1,3,5,A,4,0.1627635955810547,0.8372364640235901
64,1,3,6,A,5,0.17782343924045563,0.8221766352653503
64,1,3,7,A,6,0.13978953659534454,0.8602104187011719
64,1,3,8,B,0,0.13978953659534454,0.8602104187011719
64,1,3,9,B,1,0.18108952045440674,0.8189106583595276
64,1,3,10,B,2,0.17899399995803833,0.8210060000419617
64,1,3,11,B,3,0.19102835655212402,0.8089717030525208
64,1,3,12,B,4,0.8429362773895264,0.15706376731395721
64,1,3,13,B,5,0.8240054845809937,0.17599457502365112
64,1,3,14,B,6,0.8608529567718506,0.1391470730304718
64,1,4,1,A,0,0.8813875913619995,0.11861234903335571
64,1,4,2,A,1,0.8247279524803162,0.17527224123477936
64,1,4,3,A,2,0.8159716725349426,0.1840282678604126
64,1,4,4,A,3,0.8159900903701782,0.1840098649263382
64,1,4,5,A,4,0.15991806983947754,0.8400819897651672
64,1,4,6,A,5,0.17530015110969543,0.824699878692627
64,1,4,7,A,6,0.11155497282743454,0.8884450197219849
64,1,4,8,B,0,0.11155497282743454,0.8884450197219849
64,1,4,9,B,1,0.1747637689113617,0.8252362608909607
64,1,4,10,B,2,0.1686181277036667,0.8313817381858826
64,1,4,11,B,3,0.19420357048511505,0.8057965040206909
64,1,4,12,B,4,0.8327953219413757,0.16720470786094666
64,1,4,13,B,5,0.82450270652771,0.17549726366996765
64,1,4,14,B,6,0.8813875913619995,0.11861234903335571
64,1,5,1,A,0,0.8885669112205505,0.11143306642770767
64,1,5,2,A,1,0.8400827050209045,0.15991730988025665
64,1,5,3,A,2,0.82574862241745,0.17425139248371124
64,1,5,4,A,3,0.8157386183738708,0.18426121771335602
64,1,5,5,A,4,0.16519109904766083,0.834808886051178
64,1,5,6,A,5,0.16684822738170624,0.8331517577171326
64,1,5,7,A,6,0.10319199413061142,0.8968080282211304
64,1,5,8,B,0,0.10319199413061142,0.8968080282211304
64,1,5,9,B,1,0.1671910583972931,0.8328090906143188
64,1,5,10,B,2,0.18533267080783844,0.8146673440933228
64,1,5,11,B,3,0.19253060221672058,0.8074695467948914
64,1,5,12,B,4,0.8326255083084106,0.16737452149391174
64,1,5,13,B,5,0.8329977989196777,0.16700221598148346
64,1,5,14,B,6,0.8885669112205505,0.11143306642770767
64,1,6,1,A,0,0.8924232125282288,0.10757671296596527
64,1,6,2,A,1,0.8597362041473389,0.14026382565498352
64,1,6,3,A,2,0.826018214225769,0.17398189008235931
64,1,6,4,A,3,0.8193022012710571,0.18069785833358765
64,1,6,5,A,4,0.14173848927021027,0.8582615852355957
64,1,6,6,A,5,0.14268305897712708,0.8573169708251953
64,1,6,7,A,6,0.09886188805103302,0.9011381268501282
64,1,6,8,B,0,0.09886188805103302,0.9011381268501282
64,1,6,9,B,1,0.14793865382671356,0.8520612716674805
64,1,6,10,B,2,0.18796570599079132,0.8120343089103699
64,1,6,11,B,3,0.1893964409828186,0.8106034994125366
64,1,6,12,B,4,0.8515154719352722,0.14848452806472778
64,1,6,13,B,5,0.8571903705596924,0.14280961453914642
64,1,6,14,B,6,0.8924232125282288,0.10757671296596527
64,1,7,1,A,0,0.8948625922203064,0.10513739287853241
64,1,7,2,A,1,0.8679648637771606,0.13203518092632294
64,1,7,3,A,2,0.8287062048912048,0.17129378020763397
64,1,7,4,A,3,0.8209017515182495,0.1790982186794281
64,1,7,5,A,4,0.13172605633735657,0.868273913860321
64,1,7,6,A,5,0.1323881894350052,0.8676118850708008
64,1,7,7,A,6,0.09616941958665848,0.9038305282592773
64,1,7,8,B,0,0.09616941958665848,0.9038305282592773
64,1,7,9,B,1,0.13990774750709534,0.8600922226905823
64,1,7,10,B,2,0.18383319675922394,0.816166877746582
64,1,7,11,B,3,0.18597160279750824,0.8140285611152649
64,1,7,12,B,4,0.8594023585319519,0.1405976563692093
64,1,7,13,B,5,0.8674963116645813,0.1325036585330963
64,1,7,14,B,6,0.8948625922203064,0.10513739287853241
64,1,8,1,A,0,0.8965535163879395,0.10344649851322174
64,1,8,2,A,1,0.8734614253044128,0.12653851509094238
64,1,8,3,A,2,0.8250226974487305,0.1749771535396576
64,1,8,4,A,3,0.8169247508049011,0.1830752193927765
64,1,8,5,A,4,0.12625320255756378,0.8737467527389526
64,1,8,6,A,5,0.1267721951007843,0.8732278943061829
64,1,8,7,A,6,0.09432171285152435,0.9056782722473145
64,1,8,8,B,0,0.09432171285152435,0.9056782722473145
64,1,8,9,B,1,0.13522765040397644,0.8647723197937012
64,1,8,10,B,2,0.18170560896396637,0.8182944059371948
64,1,8,11,B,3,0.18600378930568695,0.8139962553977966
64,1,8,12,B,4,0.8640013933181763,0.13599857687950134
64,1,8,13,B,5,0.8731182813644409,0.12688177824020386
64,1,8,14,B,6,0.8965535163879395,0.10344649851322174
64,1,9,1,A,0,0.897797703742981,0.10220225155353546
64,1,9,2,A,1,0.8759880065917969,0.1240120455622673
64,1,9,3,A,2,0.8275068402290344,0.1724931299686432
64,1,9,4,A,3,0.8248612880706787,0.17513880133628845
64,1,9,5,A,4,0.12270418554544449,0.8772957921028137
64,1,9,6,A,5,0.1231357529759407,0.8768642544746399
64,1,9,7,A,6,0.09297110885381699,0.9070289134979248
64,1,9,8,B,0,0.09297110885381699,0.9070289134979248
64,1,9,9,B,1,0.13210424780845642,0.867895781993866
64,1,9,10,B,2,0.17834635078907013,0.8216537237167358
64,1,9,11,B,3,0.1804550141096115,0.8195449113845825
64,1,9,12,B,4,0.8670722842216492,0.132927805185318
64,1,9,13,B,5,0.8767584562301636,0.12324164062738419
64,1,9,14,B,6,0.897797703742981,0.10220225155353546
64,1,10,1,A,0,0.8987528681755066,0.10124707221984863
64,1,10,2,A,1,0.8783091306686401,0.1216907650232315
64,1,10,3,A,2,0.8300588726997375,0.16994114220142365
64,1,10,4,A,3,0.8258232474327087,0.1741766780614853
64,1,10,5,A,4,0.12018700689077377,0.879813015460968
64,1,10,6,A,5,0.12055955827236176,0.879440426826477
64,1,10,7,A,6,0.09193916618824005,0.9080608487129211
64,1,10,8,B,0,0.09193916618824005,0.9080608487129211
64,1,10,9,B,1,0.12985271215438843,0.8701473474502563
64,1,10,10,B,2,0.17486248910427094,0.8251376152038574
64,1,10,11,B,3,0.17722854018211365,0.822771430015564
64,1,10,12,B,4,0.8692865967750549,0.13071341812610626
64,1,10,13,B,5,0.8793370723724365,0.1206628829240799
64,1,10,14,B,6,0.8987528681755066,0.10124707221984863
64,2,1,1,A,0,0.8128359317779541,0.18716412782669067
64,2,1,2,A,1,0.8114386796951294,0.18856140971183777
64,2,1,3,A,2,0.7873951196670532,0.2126048356294632
64,2,1,4,A,3,0.7565986514091492,0.243401437997818
64,2,1,5,A,4,0.40171346068382263,0.5982864499092102
64,2,1,6,A,5,0.1962176263332367,0.8037823438644409
64,2,1,7,A,6,0.18430648744106293,0.8156934976577759
64,2,1,8,B,0,0.18430648744106293,0.8156934976577759
64,2,1,9,B,1,0.19600315392017365,0.8039969801902771
64,2,1,10,B,2,0.21114541590213776,0.7888545989990234
64,2,1,11,B,3,0.28075236082077026,0.7192477583885193
64,2,1,12,B,4,0.6268978118896484,0.3731020987033844
64,2,1,13,B,5,0.805597186088562,0.19440284371376038
64,2,1,14,B,6,0.8128359317779541,0.18716412782669067
64,2,2,1,A,0,0.8276519775390625,0.17234808206558228
64,2,2,2,A,1,0.8228934407234192,0.17710666358470917
64,2,2,3,A,2,0.8377794623374939,0.16222041845321655
64,2,2,4,A,3,0.8445220589637756,0.15547795593738556
64,2,2,5,A,4,0.19438865780830383,0.8056114315986633
64,2,2,6,A,5,0.17951785027980804,0.8204821348190308
64,2,2,7,A,6,0.17378775775432587,0.8262122869491577
64,2,2,8,B,0,0.17378775775432587,0.8262122869491577
64,2,2,9,B,1,0.17856335639953613,0.8214367032051086
64,2,2,10,B,2,0.17042593657970428,0.8295740485191345
64,2,2,11,B,3,0.15506167709827423,0.8449382185935974
64,2,2,12,B,4,0.819865882396698,0.18013417720794678
64,2,2,13,B,5,0.8190869092941284,0.18091318011283875
64,2,2,14,B,6,0.8276519775390625,0.17234808206558228
64,2,3,1,A,0,0.8569356203079224,0.14306451380252838
64,2,3,2,A,1,0.8284934163093567,0.17150668799877167
64,2,3,3,A,2,0.8239661455154419,0.17603391408920288
64,2,3,4,A,3,0.8046087622642517,0.1953912377357483
64,2,3,5,A,4,0.16904065012931824,0.8309594392776489
64,2,3,6,A,5,0.17753800749778748,0.8224619626998901
64,2,3,7,A,6,0.14357249438762665,0.8564275503158569
64,2,3,8,B,0,0.14357249438762665,0.8564275503158569
64,2,3,9,B,1,0.1673864871263504,0.8326135873794556
64,2,3,10,B,2,0.17987263202667236,0.8201274275779724
64,2,3,11,B,3,0.19705231487751007,0.8029478192329407
64,2,3,12,B,4,0.8319336771965027,0.16806642711162567
64,2,3,13,B,5,0.8240569233894348,0.17594312131404877
64,2,3,14,B,6,0.8569356203079224,0.14306451380252838
64,2,4,1,A,0,0.8728461265563965,0.12715396285057068
64,2,4,2,A,1,0.8289992809295654,0.17100076377391815
64,2,4,3,A,2,0.8196901679039001,0.1803099811077118
64,2,4,4,A,3,0.805229902267456,0.19477003812789917
64,2,4,5,A,4,0.15343524515628815,0.8465648293495178
64,2,4,6,A,5,0.17544741928577423,0.824552595615387
64,2,4,7,A,6,0.12755919992923737,0.8724408745765686
64,2,4,8,B,0,0.12755919992923737,0.8724408745765686
64,2,4,9,B,1,0.1696438491344452,0.8303561806678772
64,2,4,10,B,2,0.18835976719856262,0.8116403222084045
64,2,4,11,B,3,0.19926957786083221,0.8007305264472961
64,2,4,12,B,4,0.8461215496063232,0.15387843549251556
64,2,4,13,B,5,0.8247012495994568,0.1752987951040268
64,2,4,14,B,6,0.8728461265563965,0.12715396285057068
64,2,5,1,A,0,0.8790400624275208,0.12096001207828522
64,2,5,2,A,1,0.8397683501243591,0.16023172438144684
64,2,5,3,A,2,0.8166239261627197,0.18337605893611908
64,2,5,4,A,3,0.8053240180015564,0.1946759819984436
64,2,5,5,A,4,0.16575539112091064,0.8342446088790894
64,2,5,6,A,5,0.16776131093502045,0.8322386145591736
64,2,5,7,A,6,0.1213175505399704,0.8786824345588684
64,2,5,8,B,0,0.1213175505399704,0.8786824345588684
64,2,5,9,B,1,0.1613401472568512,0.8386598825454712
64,2,5,10,B,2,0.1840977668762207,0.8159022331237793
64,2,5,11,B,3,0.19622811675071716,0.8037717938423157
64,2,5,12,B,4,0.8347907662391663,0.16520924866199493
64,2,5,13,B,5,0.8331530690193176,0.16684699058532715
64,2,5,14,B,6,0.8790400624275208,0.12096001207828522
64,2,6,1,A,0,0.8824622631072998,0.11753774434328079
64,2,6,2,A,1,0.8645009398460388,0.13549907505512238
64,2,6,3,A,2,0.8199647068977356,0.18003533780574799
64,2,6,4,A,3,0.810597836971283,0.18940216302871704
64,2,6,5,A,4,0.14222414791584015,0.8577759265899658
64,2,6,6,A,5,0.14346736669540405,0.8565327525138855
64,2,6,7,A,6,0.11786536127328873,0.8821346759796143
64,2,6,8,B,0,0.11786536127328873,0.8821346759796143
64,2,6,9,B,1,0.13632522523403168,0.8636748194694519
64,2,6,10,B,2,0.18172083795070648,0.8182792067527771
64,2,6,11,B,3,0.19177702069282532,0.8082230687141418
64,2,6,12,B,4,0.8534591794013977,0.14654088020324707
64,2,6,13,B,5,0.8523684740066528,0.14763160049915314
64,2,6,14,B,6,0.8824622631072998,0.11753774434328079
64,2,7,1,A,0,0.8846557140350342,0.11534435302019119
64,2,7,2,A,1,0.875049889087677,0.12495020031929016
64,2,7,3,A,2,0.8205233216285706,0.179476797580719
64,2,7,4,A,3,0.811886727809906,0.1881132572889328
64,2,7,5,A,4,0.13219524919986725,0.867804765701294
64,2,7,6,A,5,0.1331326961517334,0.8668673038482666
64,2,7,7,A,6,0.11565089970827103,0.8843491077423096
64,2,7,8,B,0,0.11565089970827103,0.8843491077423096
64,2,7,9,B,1,0.1256478875875473,0.8743520975112915
64,2,7,10,B,2,0.18004144728183746,0.8199585676193237
64,2,7,11,B,3,0.1881820410490036,0.81181800365448
64,2,7,12,B,4,0.8612790703773499,0.13872094452381134
64,2,7,13,B,5,0.8603945374488831,0.13960540294647217
64,2,7,14,B,6,0.8846557140350342,0.11534435302019119
64,2,8,1,A,0,0.8861876130104065,0.11381230503320694
64,2,8,2,A,1,0.8808102011680603,0.11918988823890686
64,2,8,3,A,2,0.8236963152885437,0.1763036996126175
64,2,8,4,A,3,0.8140296339988708,0.18597030639648438
64,2,8,5,A,4,0.1267222911119461,0.8732777237892151
64,2,8,6,A,5,0.12750278413295746,0.8724972009658813
64,2,8,7,A,6,0.11410306394100189,0.8858970403671265
64,2,8,8,B,0,0.11410306394100189,0.8858970403671265
64,2,8,9,B,1,0.11980950832366943,0.8801904320716858
64,2,8,10,B,2,0.17832843959331512,0.8216716051101685
64,2,8,11,B,3,0.18670830130577087,0.8132916688919067
64,2,8,12,B,4,0.8658497333526611,0.1341502070426941
64,2,8,13,B,5,0.8650765419006348,0.13492351770401
64,2,8,14,B,6,0.8861876130104065,0.11381230503320694
64,2,9,1,A,0,0.8873205780982971,0.11267940700054169
64,2,9,2,A,1,0.8845425844192505,0.11545738577842712
64,2,9,3,A,2,0.8256686329841614,0.1743314266204834
64,2,9,4,A,3,0.8188835382461548,0.18111644685268402
64,2,9,5,A,4,0.12317757308483124,0.8768224120140076
64,2,9,6,A,5,0.12386123090982437,0.8761386871337891
64,2,9,7,A,6,0.11295778304338455,0.8870421648025513
64,2,9,8,B,0,0.11295778304338455,0.8870421648025513
64,2,9,9,B,1,0.11602126806974411,0.8839787840843201
64,2,9,10,B,2,0.1753143072128296,0.82468581199646
64,2,9,11,B,3,0.18177933990955353,0.8182205557823181
64,2,9,12,B,4,0.8689069747924805,0.13109293580055237
64,2,9,13,B,5,0.868203341960907,0.13179661333560944
64,2,9,14,B,6,0.8873205780982971,0.11267940700054169
64,2,10,1,A,0,0.8881933689117432,0.11180665343999863
64,2,10,2,A,1,0.8871882557868958,0.11281176656484604
64,2,10,3,A,2,0.8271672129631042,0.17283275723457336
64,2,10,4,A,3,0.8216269016265869,0.17837321758270264
64,2,10,5,A,4,0.12066587060689926,0.8793340921401978
64,2,10,6,A,5,0.12128359824419022,0.8787164092063904
64,2,10,7,A,6,0.1120750680565834,0.8879249095916748
64,2,10,8,B,0,0.1120750680565834,0.8879249095916748
64,2,10,9,B,1,0.1133325919508934,0.8866673707962036
64,2,10,10,B,2,0.17212548851966858,0.8278744220733643
64,2,10,11,B,3,0.17898085713386536,0.8210190534591675
64,2,10,12,B,4,0.8711148500442505,0.1288851648569107
64,2,10,13,B,5,0.8704587817192078,0.12954124808311462
64,2,10,14,B,6,0.8881933689117432,0.11180665343999863
64,3,1,1,A,0,0.8150566220283508,0.18494339287281036
