experiment,subject,stimulus_id,type,correct_cat,p_correct,choice,accuracy,p_A
Exp2,3,Stim7,Old,A,0.7344141620088404,A,1,0.7344141620088404
Exp2,3,Stim9,New,A,0.4813681518713691,B,0,0.4813681518713691
Exp2,3,Stim11,New,A,0.5441007229635775,A,1,0.5441007229635775
Exp2,3,Stim13,Old,A,0.6560622392965854,A,1,0.6560622392965854
Exp2,3,Stim1,New,A,0.5441007229635775,A,1,0.5441007229635775
Exp2,3,Stim4,Old,A,0.6271922537877823,A,1,0.6271922537877823
Exp2,3,Stim2,Old,B,0.5902697097401239,B,1,0.4097302902598761
Exp2,4,Stim1,New,A,0.5314497953106049,A,1,0.5314497953106049
Exp2,4,Stim4,Old,A,0.6967637119187162,A,1,0.6967637119187162
Exp2,4,Stim3,New,B,0.5209968473264207,B,1,0.4790031526735793
Exp2,4,Stim15,Old,A,0.7318439921519717,A,1,0.7318439921519717
Exp2,4,Stim8,New,B,0.5462406234317161,B,1,0.4537593765682839
Exp2,4,Stim6,New,A,0.7362512597931108,A,1,0.7362512597931108
Exp2,4,Stim12,Old,B,0.5256491906556318,B,1,0.4743508093443683
Exp2,4,Stim10,Old,B,0.7700312211964302,B,1,0.2299687788035698
Exp2,4,Stim14,Old,B,0.7085454918332685,B,1,0.2914545081667315
Exp2,4,Stim11,New,A,0.517438766044852,A,1,0.517438766044852
Exp2,4,Stim7,Old,A,0.750305190615976,A,1,0.750305190615976
Exp2,4,Stim16,New,B,0.6730354369497,B,1,0.3269645630503
Exp2,4,Stim2,Old,B,0.5284653064588394,B,1,0.4715346935411607
