stimulus,seed,iteration,predicted_prob_correct,reaction_time,correlation_prob,observed_prob
14,42,3,0.75009966,0.0069141387939453125,0.7789494460079343,0.97
10,42,3,0.74999166,0.005245208740234375,0.7789494460079343,0.95
1,42,3,0.54492563,0.00476837158203125,0.7789494460079343,0.72
3,42,3,0.4465911,0.005245208740234375,0.7789494460079343,0.44
6,42,3,0.71076095,0.00476837158203125,0.7789494460079343,0.98
8,42,3,0.48971376,0.0050067901611328125,0.7789494460079343,0.77
9,42,3,0.45132756,0.0050067901611328125,0.7789494460079343,0.27
11,42,3,0.50667965,0.0040531158447265625,0.7789494460079343,0.39
16,42,3,0.5254762,0.0050067901611328125,0.7789494460079343,0.91
4,42,4,0.6899081,0.0059604644775390625,0.7789494460079343,0.97
7,42,4,0.74997306,0.005245208740234375,0.7789494460079343,0.97
15,42,4,0.75008994,0.00476837158203125,0.7789494460079343,0.92
13,42,4,0.6901819,0.0050067901611328125,0.7789494460079343,0.81
5,42,4,0.67809343,0.0050067901611328125,0.7789494460079343,0.72
12,42,4,0.637664,0.0040531158447265625,0.7789494460079343,0.67
2,42,4,0.6776699,0.008106231689453125,0.7789494460079343,0.72
14,42,4,0.75009966,0.00476837158203125,0.7789494460079343,0.97
10,42,4,0.74999166,0.0050067901611328125,0.7789494460079343,0.95
1,42,4,0.54492563,0.005245208740234375,0.7789494460079343,0.72
3,42,4,0.4465911,0.00476837158203125,0.7789494460079343,0.44
6,42,4,0.71076095,0.005245208740234375,0.7789494460079343,0.98
8,42,4,0.48971376,0.00476837158203125,0.7789494460079343,0.77
9,42,4,0.45132756,0.005245208740234375,0.7789494460079343,0.27
11,42,4,0.50667965,0.00476837158203125,0.7789494460079343,0.39
16,42,4,0.5254762,0.005245208740234375,0.7789494460079343,0.91
4,42,5,0.6899081,0.0050067901611328125,0.7789494460079343,0.97
7,42,5,0.74997306,0.0050067901611328125,0.7789494460079343,0.97
15,42,5,0.75008994,0.0050067901611328125,0.7789494460079343,0.92
13,42,5,0.6901819,0.0050067901611328125,0.7789494460079343,0.81
5,42,5,0.67809343,0.0050067901611328125,0.7789494460079343,0.72
12,42,5,0.637664,0.0050067901611328125,0.7789494460079343,0.67
2,42,5,0.6776699,0.0050067901611328125,0.7789494460079343,0.72
14,42,5,0.75009966,0.0050067901611328125,0.7789494460079343,0.97
10,42,5,0.74999166,0.00476837158203125,0.7789494460079343,0.95
1,42,5,0.54492563,0.005245208740234375,0.7789494460079343,0.72
3,42,5,0.4465911,0.0050067901611328125,0.7789494460079343,0.44
6,42,5,0.71076095,0.0050067901611328125,0.7789494460079343,0.98
8,42,5,0.48971376,0.0050067901611328125,0.7789494460079343,0.77
9,42,5,0.45132756,0.003814697265625,0.7789494460079343,0.27
11,42,5,0.50667965,0.0040531158447265625,0.7789494460079343,0.39
16,42,5,0.5254762,0.0050067901611328125,0.7789494460079343,0.91
4,123,1,0.72515756,0.0059604644775390625,0.7179619430132533,0.97
7,123,1,0.7462918,0.0059604644775390625,0.7179619430132533,0.97
15,123,1,0.74856573,0.0050067901611328125,0.7179619430132533,0.92
13,123,1,0.7236777,0.0050067901611328125,0.7179619430132533,0.81
5,123,1,0.7222563,0.0050067901611328125,0.7179619430132533,0.72
12,123,1,0.7336786,0.0050067901611328125,0.7179619430132533,0.67
2,123,1,0.7349353,0.0040531158447265625,0.7179619430132533,0.72
14,123,1,0.7056257,0.0040531158447265625,0.7179619430132533,0.97
10,123,1,0.7437227,0.003814697265625,0.7179619430132533,0.95
1,123,1,0.53552306,0.0040531158447265625,0.7179619430132533,0.72
3,123,1,0.67329246,0.003814697265625,0.7179619430132533,0.44
6,123,1,0.7422669,0.0040531158447265625,0.7179619430132533,0.98
8,123,1,0.68273234,0.0040531158447265625,0.7179619430132533,0.77
9,123,1,0.5760691,0.004291534423828125,0.7179619430132533,0.27
11,123,1,0.51923007,0.0050067901611328125,0.7179619430132533,0.39
16,123,1,0.7430543,0.0050067901611328125,0.7179619430132533,0.91
4,123,2,0.72515756,0.0050067901611328125,0.7179619430132533,0.97
7,123,2,0.7462918,0.005245208740234375,0.7179619430132533,0.97
15,123,2,0.74856573,0.00476837158203125,0.7179619430132533,0.92
13,123,2,0.7236777,0.0050067901611328125,0.7179619430132533,0.81
5,123,2,0.7222563,0.0040531158447265625,0.7179619430132533,0.72
12,123,2,0.7336786,0.0040531158447265625,0.7179619430132533,0.67
2,123,2,0.7349353,0.003814697265625,0.7179619430132533,0.72
14,123,2,0.7056257,0.0040531158447265625,0.7179619430132533,0.97
10,123,2,0.7437227,0.00476837158203125,0.7179619430132533,0.95
1,123,2,0.53552306,0.0040531158447265625,0.7179619430132533,0.72
3,123,2,0.67329246,0.003814697265625,0.7179619430132533,0.44
6,123,2,0.7422669,0.0040531158447265625,0.7179619430132533,0.98
8,123,2,0.68273234,0.005245208740234375,0.7179619430132533,0.77
9,123,2,0.5760691,0.00476837158203125,0.7179619430132533,0.27
11,123,2,0.51923007,0.0040531158447265625,0.7179619430132533,0.39
16,123,2,0.7430543,0.003814697265625,0.7179619430132533,0.91
4,123,3,0.72515756,0.0050067901611328125,0.7179619430132533,0.97
7,123,3,0.7462918,0.0040531158447265625,0.7179619430132533,0.97
15,123,3,0.74856573,0.00476837158203125,0.7179619430132533,0.92
13,123,3,0.7236777,0.0050067901611328125,0.7179619430132533,0.81
5,123,3,0.7222563,0.0040531158447265625,0.7179619430132533,0.72
12,123,3,0.7336786,0.0040531158447265625,0.7179619430132533,0.67
2,123,3,0.7349353,0.0040531158447265625,0.7179619430132533,0.72
14,123,3,0.7056257,0.0050067901611328125,0.7179619430132533,0.97
10,123,3,0.7437227,0.0040531158447265625,0.7179619430132533,0.95
1,123,3,0.53552306,0.003814697265625,0.7179619430132533,0.72
3,123,3,0.67329246,0.005245208740234375,0.7179619430132533,0.44
6,123,3,0.7422669,0.00476837158203125,0.7179619430132533,0.98
8,123,3,0.68273234,0.004291534423828125,0.7179619430132533,0.77
9,123,3,0.5760691,0.003814697265625,0.7179619430132533,0.27
11,123,3,0.51923007,0.0050067901611328125,0.7179619430132533,0.39
16,123,3,0.7430543,0.0050067901611328125,0.7179619430132533,0.91
4,123,4,0.72515756,0.00476837158203125,0.7179619430132533,0.97
7,123,4,0.7462918,0.004291534423828125,0.7179619430132533,0.97
15,123,4,0.74856573,0.003814697265625,0.7179619430132533,0.92
13,123,4,0.7236777,0.004291534423828125,0.7179619430132533,0.81
5,123,4,0.7222563,0.00476837158203125,0.7179619430132533,0.72
12,123,4,0.7336786,0.0040531158447265625,0.7179619430132533,0.67
2,123,4,0.7349353,0.004291534423828125,0.7179619430132533,0.72
14,123,4,0.7056257,0.00476837158203125,0.7179619430132533,0.97
10,123,4,0.7437227,0.0040531158447265625,0.7179619430132533,0.95
1,123,4,0.53552306,0.0040531158447265625,0.7179619430132533,0.72
3,123,4,0.67329246,0.0050067901611328125,0.7179619430132533,0.44
6,123,4,0.7422669,0.00476837158203125,0.7179619430132533,0.98
8,123,4,0.68273234,0.004291534423828125,0.7179619430132533,0.77
9,123,4,0.5760691,0.0040531158447265625,0.7179619430132533,0.27
11,123,4,0.51923007,0.0050067901611328125,0.7179619430132533,0.39
16,123,4,0.7430543,0.0040531158447265625,0.7179619430132533,0.91
4,123,5,0.72515756,0.0050067901611328125,0.7179619430132533,0.97
7,123,5,0.7462918,0.0040531158447265625,0.7179619430132533,0.97
15,123,5,0.74856573,0.0050067901611328125,0.7179619430132533,0.92
13,123,5,0.7236777,0.003814697265625,0.7179619430132533,0.81
5,123,5,0.7222563,0.0040531158447265625,0.7179619430132533,0.72
12,123,5,0.7336786,0.0050067901611328125,0.7179619430132533,0.67
2,123,5,0.7349353,0.0040531158447265625,0.7179619430132533,0.72
14,123,5,0.7056257,0.003814697265625,0.7179619430132533,0.97
10,123,5,0.7437227,0.005245208740234375,0.7179619430132533,0.95
1,123,5,0.53552306,0.00476837158203125,0.7179619430132533,0.72
3,123,5,0.67329246,0.005245208740234375,0.7179619430132533,0.44
6,123,5,0.7422669,0.0057220458984375,0.7179619430132533,0.98
8,123,5,0.68273234,0.005245208740234375,0.7179619430132533,0.77
9,123,5,0.5760691,0.003814697265625,0.7179619430132533,0.27
11,123,5,0.51923007,0.0040531158447265625,0.7179619430132533,0.39
16,123,5,0.7430543,0.00476837158203125,0.7179619430132533,0.91
4,999,1,0.75947696,0.00476837158203125,0.9091107221878229,0.97
7,999,1,0.76682085,0.005245208740234375,0.9091107221878229,0.97
15,999,1,0.76112014,0.0050067901611328125,0.9091107221878229,0.92
13,999,1,0.7037466,0.0040531158447265625,0.9091107221878229,0.81
5,999,1,0.67814845,0.0050067901611328125,0.9091107221878229,0.72
12,999,1,0.61530745,0.0050067901611328125,0.9091107221878229,0.67
2,999,1,0.6776718,0.0050067901611328125,0.9091107221878229,0.72
14,999,1,0.7520933,0.0040531158447265625,0.9091107221878229,0.97
10,999,1,0.7523618,0.0040531158447265625,0.9091107221878229,0.95
1,999,1,0.6098938,0.0050067901611328125,0.9091107221878229,0.72
3,999,1,0.5364192,0.0050067901611328125,0.9091107221878229,0.44
6,999,1,0.76709974,0.0050067901611328125,0.9091107221878229,0.98
8,999,1,0.5123609,0.0050067901611328125,0.9091107221878229,0.77
9,999,1,0.29486457,0.0040531158447265625,0.9091107221878229,0.27
11,999,1,0.52771026,0.004291534423828125,0.9091107221878229,0.39
16,999,1,0.73029727,0.0040531158447265625,0.9091107221878229,0.91
4,999,2,0.75947696,0.0050067901611328125,0.9091107221878229,0.97
7,999,2,0.76682085,0.0050067901611328125,0.9091107221878229,0.97
15,999,2,0.76112014,0.0050067901611328125,0.9091107221878229,0.92
13,999,2,0.7037466,0.0040531158447265625,0.9091107221878229,0.81
5,999,2,0.67814845,0.00476837158203125,0.9091107221878229,0.72
12,999,2,0.61530745,0.0050067901611328125,0.9091107221878229,0.67
2,999,2,0.6776718,0.0050067901611328125,0.9091107221878229,0.72
14,999,2,0.7520933,0.0050067901611328125,0.9091107221878229,0.97
10,999,2,0.7523618,0.0050067901611328125,0.9091107221878229,0.95
1,999,2,0.6098938,0.0050067901611328125,0.9091107221878229,0.72
3,999,2,0.5364192,0.0050067901611328125,0.9091107221878229,0.44
6,999,2,0.76709974,0.0040531158447265625,0.9091107221878229,0.98
8,999,2,0.5123609,0.003814697265625,0.9091107221878229,0.77
9,999,2,0.29486457,0.0040531158447265625,0.9091107221878229,0.27
11,999,2,0.52771026,0.0050067901611328125,0.9091107221878229,0.39
16,999,2,0.73029727,0.0050067901611328125,0.9091107221878229,0.91
4,999,3,0.75947696,0.0059604644775390625,0.9091107221878229,0.97
7,999,3,0.76682085,0.0059604644775390625,0.9091107221878229,0.97
15,999,3,0.76112014,0.0050067901611328125,0.9091107221878229,0.92
13,999,3,0.7037466,0.0050067901611328125,0.9091107221878229,0.81
5,999,3,0.67814845,0.0050067901611328125,0.9091107221878229,0.72
12,999,3,0.61530745,0.0050067901611328125,0.9091107221878229,0.67
2,999,3,0.6776718,0.004291534423828125,0.9091107221878229,0.72
14,999,3,0.7520933,0.0050067901611328125,0.9091107221878229,0.97
10,999,3,0.7523618,0.005245208740234375,0.9091107221878229,0.95
1,999,3,0.6098938,0.00476837158203125,0.9091107221878229,0.72
3,999,3,0.5364192,0.005245208740234375,0.9091107221878229,0.44
6,999,3,0.76709974,0.00476837158203125,0.9091107221878229,0.98
8,999,3,0.5123609,0.005245208740234375,0.9091107221878229,0.77
9,999,3,0.29486457,0.00476837158203125,0.9091107221878229,0.27
11,999,3,0.52771026,0.0050067901611328125,0.9091107221878229,0.39
16,999,3,0.73029727,0.003814697265625,0.9091107221878229,0.91
4,999,4,0.75947696,0.0050067901611328125,0.9091107221878229,0.97
7,999,4,0.76682085,0.0050067901611328125,0.9091107221878229,0.97
15,999,4,0.76112014,0.0050067901611328125,0.9091107221878229,0.92
13,999,4,0.7037466,0.003814697265625,0.9091107221878229,0.81
5,999,4,0.67814845,0.0040531158447265625,0.9091107221878229,0.72
12,999,4,0.61530745,0.0040531158447265625,0.9091107221878229,0.67
2,999,4,0.6776718,0.0040531158447265625,0.9091107221878229,0.72
14,999,4,0.7520933,0.003814697265625,0.9091107221878229,0.97
10,999,4,0.7523618,0.0040531158447265625,0.9091107221878229,0.95
1,999,4,0.6098938,0.0050067901611328125,0.9091107221878229,0.72
3,999,4,0.5364192,0.0040531158447265625,0.9091107221878229,0.44
6,999,4,0.76709974,0.0040531158447265625,0.9091107221878229,0.98
8,999,4,0.5123609,0.0050067901611328125,0.9091107221878229,0.77
9,999,4,0.29486457,0.0040531158447265625,0.9091107221878229,0.27
11,999,4,0.52771026,0.0050067901611328125,0.9091107221878229,0.39
16,999,4,0.73029727,0.0050067901611328125,0.9091107221878229,0.91
4,999,5,0.75947696,0.0059604644775390625,0.9091107221878229,0.97
7,999,5,0.76682085,0.0050067901611328125,0.9091107221878229,0.97
15,999,5,0.76112014,0.005245208740234375,0.9091107221878229,0.92
13,999,5,0.7037466,0.0040531158447265625,0.9091107221878229,0.81
5,999,5,0.67814845,0.004291534423828125,0.9091107221878229,0.72
12,999,5,0.61530745,0.0040531158447265625,0.9091107221878229,0.67
2,999,5,0.6776718,0.004291534423828125,0.9091107221878229,0.72
14,999,5,0.7520933,0.00476837158203125,0.9091107221878229,0.97
10,999,5,0.7523618,0.0050067901611328125,0.9091107221878229,0.95
1,999,5,0.6098938,0.0050067901611328125,0.9091107221878229,0.72
3,999,5,0.5364192,0.0050067901611328125,0.9091107221878229,0.44
6,999,5,0.76709974,0.0050067901611328125,0.9091107221878229,0.98
8,999,5,0.5123609,0.0050067901611328125,0.9091107221878229,0.77
9,999,5,0.29486457,0.0050067901611328125,0.9091107221878229,0.27
11,999,5,0.52771026,0.0050067901611328125,0.9091107221878229,0.39
16,999,5,0.73029727,0.00476837158203125,0.9091107221878229,0.91
4,2026,1,0.74574137,0.0057220458984375,0.9317818790763082,0.97
7,2026,1,0.75230104,0.005245208740234375,0.9317818790763082,0.97
15,2026,1,0.7529088,0.00476837158203125,0.9317818790763082,0.92
13,2026,1,0.6905617,0.005245208740234375,0.9317818790763082,0.81
5,2026,1,0.68709856,0.003814697265625,0.9317818790763082,0.72
12,2026,1,0.6401149,0.004291534423828125,0.9317818790763082,0.67
2,2026,1,0.64553654,0.003814697265625,0.9317818790763082,0.72
14,2026,1,0.7295084,0.0040531158447265625,0.9317818790763082,0.97
10,2026,1,0.7544606,0.003814697265625,0.9317818790763082,0.95
1,2026,1,0.5797463,0.0050067901611328125,0.9317818790763082,0.72
3,2026,1,0.5960811,0.0050067901611328125,0.9317818790763082,0.44
6,2026,1,0.75742644,0.0050067901611328125,0.9317818790763082,0.98
8,2026,1,0.6168375,0.005245208740234375,0.9317818790763082,0.77
9,2026,1,0.42031208,0.00476837158203125,0.9317818790763082,0.27
11,2026,1,0.5572269,0.005245208740234375,0.9317818790763082,0.39
16,2026,1,0.735285,0.003814697265625,0.9317818790763082,0.91
4,2026,2,0.74574137,0.0059604644775390625,0.9317818790763082,0.97
7,2026,2,0.75230104,0.0050067901611328125,0.9317818790763082,0.97
15,2026,2,0.7529088,0.00476837158203125,0.9317818790763082,0.92
13,2026,2,0.6905617,0.005245208740234375,0.9317818790763082,0.81
5,2026,2,0.68709856,0.00476837158203125,0.9317818790763082,0.72
12,2026,2,0.6401149,0.005245208740234375,0.9317818790763082,0.67
2,2026,2,0.64553654,0.0050067901611328125,0.9317818790763082,0.72
14,2026,2,0.7295084,0.0050067901611328125,0.9317818790763082,0.97
10,2026,2,0.7544606,0.0050067901611328125,0.9317818790763082,0.95
1,2026,2,0.5797463,0.003814697265625,0.9317818790763082,0.72
3,2026,2,0.5960811,0.0040531158447265625,0.9317818790763082,0.44
6,2026,2,0.75742644,0.00476837158203125,0.9317818790763082,0.98
8,2026,2,0.6168375,0.004291534423828125,0.9317818790763082,0.77
9,2026,2,0.42031208,0.003814697265625,0.9317818790763082,0.27
11,2026,2,0.5572269,0.0040531158447265625,0.9317818790763082,0.39
16,2026,2,0.735285,0.003814697265625,0.9317818790763082,0.91
4,2026,3,0.74574137,0.0050067901611328125,0.9317818790763082,0.97
7,2026,3,0.75230104,0.00476837158203125,0.9317818790763082,0.97
15,2026,3,0.7529088,0.0040531158447265625,0.9317818790763082,0.92
13,2026,3,0.6905617,0.003814697265625,0.9317818790763082,0.81
5,2026,3,0.68709856,0.0040531158447265625,0.9317818790763082,0.72
12,2026,3,0.6401149,0.003814697265625,0.9317818790763082,0.67
2,2026,3,0.64553654,0.0040531158447265625,0.9317818790763082,0.72
14,2026,3,0.7295084,0.00476837158203125,0.9317818790763082,0.97
10,2026,3,0.7544606,0.005245208740234375,0.9317818790763082,0.95
1,2026,3,0.5797463,0.00476837158203125,0.9317818790763082,0.72
3,2026,3,0.5960811,0.0040531158447265625,0.9317818790763082,0.44
6,2026,3,0.75742644,0.0040531158447265625,0.9317818790763082,0.98
8,2026,3,0.6168375,0.0040531158447265625,0.9317818790763082,0.77
9,2026,3,0.42031208,0.005245208740234375,0.9317818790763082,0.27
11,2026,3,0.5572269,0.00476837158203125,0.9317818790763082,0.39
16,2026,3,0.735285,0.0040531158447265625,0.9317818790763082,0.91
4,2026,4,0.74574137,0.005245208740234375,0.9317818790763082,0.97
7,2026,4,0.75230104,0.00476837158203125,0.9317818790763082,0.97
15,2026,4,0.7529088,0.006198883056640625,0.9317818790763082,0.92
13,2026,4,0.6905617,0.0059604644775390625,0.9317818790763082,0.81
5,2026,4,0.68709856,0.0040531158447265625,0.9317818790763082,0.72
12,2026,4,0.6401149,0.003814697265625,0.9317818790763082,0.67
2,2026,4,0.64553654,0.0040531158447265625,0.9317818790763082,0.72
14,2026,4,0.7295084,0.00476837158203125,0.9317818790763082,0.97
10,2026,4,0.7544606,0.004291534423828125,0.9317818790763082,0.95
1,2026,4,0.5797463,0.003814697265625,0.9317818790763082,0.72
3,2026,4,0.5960811,0.0040531158447265625,0.9317818790763082,0.44
6,2026,4,0.75742644,0.003814697265625,0.9317818790763082,0.98
8,2026,4,0.6168375,0.0040531158447265625,0.9317818790763082,0.77
9,2026,4,0.42031208,0.005245208740234375,0.9317818790763082,0.27
11,2026,4,0.5572269,0.003814697265625,0.9317818790763082,0.39
16,2026,4,0.735285,0.0040531158447265625,0.9317818790763082,0.91
4,2026,5,0.74574137,0.0059604644775390625,0.9317818790763082,0.97
7,2026,5,0.75230104,0.0050067901611328125,0.9317818790763082,0.97
15,2026,5,0.7529088,0.0050067901611328125,0.9317818790763082,0.92
13,2026,5,0.6905617,0.003814697265625,0.9317818790763082,0.81
5,2026,5,0.68709856,0.0040531158447265625,0.9317818790763082,0.72
12,2026,5,0.6401149,0.003814697265625,0.9317818790763082,0.67
2,2026,5,0.64553654,0.0040531158447265625,0.9317818790763082,0.72
14,2026,5,0.7295084,0.003814697265625,0.9317818790763082,0.97
10,2026,5,0.7544606,0.005245208740234375,0.9317818790763082,0.95
1,2026,5,0.5797463,0.0050067901611328125,0.9317818790763082,0.72
3,2026,5,0.5960811,0.003814697265625,0.9317818790763082,0.44
6,2026,5,0.75742644,0.0040531158447265625,0.9317818790763082,0.98
8,2026,5,0.6168375,0.003814697265625,0.9317818790763082,0.77
9,2026,5,0.42031208,0.005245208740234375,0.9317818790763082,0.27
11,2026,5,0.5572269,0.00476837158203125,0.9317818790763082,0.39
16,2026,5,0.735285,0.0040531158447265625,0.9317818790763082,0.91
